id,latitude,longitude,code
5121_,-0.17094340000000052,51.46878409999999,721
5123_,-0.17114950000000106,51.469198799999994,721
9243_,-0.1691372999999997,51.467841499999984,681
5120_,-0.16940020000000172,51.46836999999999,681
5124_,-0.1689469000000021,51.46912139999998,681
5122_,-0.16967710000000025,51.468991999999986,681
5130_,-0.16785295000070538,51.46781960000023,681
9289_,-0.16797689999999968,51.469284399999985,681
9242_,-0.16885290000000094,51.46789609999999,681
9292_,-0.16790450000000068,51.469137599999996,681
5129_,-0.1676720999999996,51.46715249999999,640
5128_,-0.16722960000000006,51.46744179999998,640
5148_,-0.1751683000000009,51.469641999999986,762
5166_,-0.17526529363549537,51.469807204204706,762
5633_,-0.17741290000000096,51.47252989999999,804
8881_,-0.17678330000000084,51.472946399999984,804
5634_,-0.17681300001564185,51.47280750000274,804
5189_,-0.1900755999999995,51.47732449999999,1007
5193_,-0.19039850002375897,51.47756475001807,1007
5190_,-0.18970689999999987,51.47793749999999,1007
5191_,-0.18947130000000156,51.47808199999999,1007
5192_,-0.18912350000000203,51.47739459999998,1007
5207_,-0.1892477000000006,51.47821669999999,1007
5194_,-0.1880731000000012,51.477887199999984,1007
5223_,-0.19052450000000026,51.477869799999986,1007
5204_,-0.18829239999999994,51.47879339999998,1007
5241_,-0.18908262038948367,51.47811460894257,1007
9391_,-0.18930046652093852,51.47797527878309,1007
7601_,-0.19064560000000066,51.47753969999999,1047
5216_,-0.19305630000000173,51.4780664,1047
5218_,-0.19240749999999918,51.477616899999994,1047
8944_,-0.1920908000000016,51.477409999999985,1047
5224_,-0.1909698999999995,51.478497999999995,1047
5196_,-0.18783745001521854,51.47800750000592,967
5197_,-0.18741000000000063,51.478236999999986,967
5198_,-0.18792840000000186,51.478565099999976,967
5205_,-0.18995140000000013,51.4798052,1008
7604_,-0.1893071999999997,51.4801705,1008
5226_,-0.19004684996962642,51.478846750007,1008
5227_,-0.19043670000000026,51.4791521,1008
5239_,-0.19033780000000025,51.48010929999999,1008
7612_,-0.1893423999999994,51.48028889999999,1008
5206_,-0.18762960000000087,51.479193299999984,968
7603_,-0.18706760000000033,51.47953489999999,968
5213_,-0.18695180000000014,51.47960630000001,968
5401_,-0.18568340000000047,51.48031479999999,968
5228_,-0.1907186000128497,51.47944670000638,1048
5225_,-0.1912363999999997,51.47886529999999,1048
5229_,-0.19146530000000006,51.47918599999999,1048
5238_,-0.1908895000000015,51.48012129999999,1048
5236_,-0.19262034998474106,51.47894880000165,1048
5240_,-0.19215194701857968,51.480257790781934,1048
5233_,-0.1928079000000002,51.47930059999998,1048
5242_,-0.187350249990534,51.48166330000355,969
5215_,-0.1942924000000014,51.47736129999999,1087
5217_,-0.19505140000000082,51.47777789999999,1087
5219_,-0.19375370000000067,51.478529499999986,1087
5220_,-0.19542170000000106,51.47856369999999,1087
5222_,-0.19412029996891894,51.478783950008435,1087
8058_,-0.19081510000000096,51.48073839999999,1049
7610_,-0.19227950000000077,51.481016200000006,1049
5243_,-0.18895510000000035,51.480448799999984,1009
7611_,-0.1894601000000017,51.480984899999996,1009
5671_,-0.2067984000000017,51.5281298,1319
5670_,-0.20749589999999968,51.5281997,1319
5672_,-0.2076517000000002,51.52766699999999,1319
5673_,-0.20736600000109723,51.52864200000007,1319
6001_,-0.20614644999593687,51.528064050007316,1319
6002_,-0.20582309999999945,51.5280315,1319
5279_,-0.17793570000000106,51.521454099999985,835
5298_,-0.1754276999999998,51.5226982,835
8246_,-0.17560430000000177,51.5228244,835
5283_,-0.1788349000000007,51.52207469999999,875
5284_,-0.1798690000000004,51.52282529999999,875
5285_,-0.17953629999999957,51.52163079999998,875
7219_,-0.18161099999999958,51.52185119999999,915
7220_,-0.18191000000000065,51.5220553,915
8417_,-0.18274750000000037,51.522476099999984,915
7874_,-0.1825892000000003,51.5225739,915
5324_,-0.22355000000000116,51.51909929999999,1593
6911_,-0.21842120000000076,51.52091209999999,1514
9079_,-0.22501710000000097,51.52324099999999,1596
6895_,-0.22546119999999953,51.52420039999999,1596
6896_,-0.22538030000000114,51.52403489999998,1596
6898_,-0.22474540000000082,51.524202899999985,1596
7305_,-0.2240479999999999,51.52420519999998,1596
9077_,-0.22597540000000158,51.5231487,1596
9078_,-0.22536740000000005,51.5231882,1596
5364_,-0.18292779999999997,51.474527699999996,885
