source,target,length
26389701_,306466107_,58.077
26389705_,1691189749_,49.514
26389705_,1691189717_,155.725
26389707_,26389709_,27.168
26389707_,1691189717_,31.932
26389707_,6568760605_,29.806
26389708_,26389709_,34.152
26389708_,392513929_,60.676
26389708_,27325235_,64.759
26389709_,27325233_,63.679
26389710_,7953129352_,10.685
26389710_,6817059369_,51.783
26389815_,8028496502_,29.149
26389815_,96074056_,57.593
26389815_,5904372084_,49.601
26389819_,6010588330_,5.829
26389819_,864960601_,64.049
26389819_,306463107_,26.784
26389821_,6017303621_,1.878
26389821_,6010588330_,179.075
26389821_,392512699_,121.893
26514299_,26514309_,49.399
26514309_,7858977990_,26.426
26592986_,8059687648_,17.904
26592986_,1276966377_,49.447
26592990_,26593005_,180.411
26592990_,8059687648_,5.855
26593000_,8049093660_,14.102
26593000_,26593005_,44.618
26593001_,95991143_,31.125
26593001_,7143435496_,113.903
26593001_,8059687648_,45.43599999999999
26593005_,8049093615_,44.624
26593442_,37894231_,60.008
26593442_,1141868543_,64.822
26593442_,27512740_,66.75399999999999
26593458_,27320466_,4.624
26593458_,8412269977_,151.48
26593458_,27320418_,63.900000000000006
26593459_,26593460_,157.025
26593459_,759801319_,65.355
26593459_,88750437_,36.725
26593460_,88750921_,33.894
26593460_,27512727_,21.699
26594439_,6551816726_,36.839999999999996
26594439_,1208467059_,29.829
26594441_,1208021328_,50.614
26594441_,1143694868_,34.271
26594441_,1210510727_,5.392
26594442_,8302088822_,69.668
26594442_,27511221_,68.783
26594442_,26594443_,55.358
26594442_,27511218_,98.959
26594443_,29049572_,107.45
26594443_,27511125_,112.064
26594444_,8080327028_,90.49
26594444_,1208021328_,2.299
26594444_,27511125_,37.312
26787661_,26787666_,73.858
26787661_,26787683_,76.953
26787661_,26787662_,177.005
26787662_,26787685_,50.481
26787662_,27510833_,46.65
26787663_,27510862_,75.863
26787663_,27510833_,28.468
26787666_,8241082898_,1.952
26787666_,27510862_,111.831
26787667_,26787758_,79.977
26787667_,27512726_,118.10500000000002
26787667_,27510831_,39.768
26787683_,7728150517_,51.169
26787683_,26787685_,172.057
26787685_,7796710055_,48.682
26787711_,1275637175_,19.35
26787711_,26787758_,68.544
26787711_,7690717505_,7.476
26787713_,1275616136_,32.961
26787713_,8152084055_,17.86
26787758_,26787759_,138.644
26787759_,866578376_,26.729
26787759_,866578407_,38.294
26787771_,7503426158_,38.478
26787771_,26787825_,96.786
26787771_,26787772_,48.418
26787772_,1212944159_,30.112
26787772_,8210477951_,163.822
26787773_,8210477951_,27.411
26787773_,27125487_,17.233
26787773_,27125488_,29.104
26787783_,26787787_,68.196
26787783_,26787823_,98.248
26787783_,26787820_,161.76600000000002
26787787_,26787824_,97.841
26787787_,7503426158_,23.509999999999998
26787820_,8323855993_,47.848
26787820_,26787823_,62.867
26787823_,8323856002_,50.337
26787823_,26787824_,67.664
26787824_,8323856011_,50.765
26787824_,26787825_,62.919
26787825_,26787826_,35.632
26787825_,8323860619_,51.82000000000001
26787826_,7080524002_,51.33599999999999
26787844_,8323855986_,9.485
26787844_,7985579742_,7.045
26787847_,1268398053_,27.996
26787847_,1268402871_,23.625
26787847_,1235487843_,74.88
26787849_,26787850_,75.471
26787849_,8175735631_,71.745
26787849_,26787867_,56.844
26787850_,10280487134_,51.736
26787850_,26787851_,143.522
26787851_,1268387319_,8.658
26787867_,26787998_,103.81
26787867_,1277210410_,46.703
26787867_,3022991014_,72.881
26787870_,26787880_,69.343
26787870_,26787871_,105.339
26787871_,26787879_,65.278
26787871_,27125486_,69.16199999999999
26787876_,5848420720_,11.289
26787876_,1268398053_,35.653
26787876_,8155522150_,27.889
26787878_,1277094315_,61.261
26787878_,1277094303_,18.381
26787878_,26787881_,81.53
26787879_,10280487142_,6.777
26787879_,3960294090_,5.072
26787879_,10280487149_,6.66
26787880_,10280487141_,6.251
26787880_,3022991014_,5.654
26787880_,10280487134_,6.614
26787881_,27091413_,64.296
26787881_,27091359_,140.151
26787881_,26787883_,76.884
26787882_,10280487150_,5.62
26787882_,26787998_,78.112
26787882_,3960294087_,9.096
26787882_,10280487157_,6.936
26787883_,27091584_,47.469
26787883_,27091602_,69.482
26787883_,10280487157_,115.365
26787884_,27091581_,31.931
26787884_,26787887_,99.605
26787884_,26787886_,141.173
26787884_,26787900_,84.08999999999999
26787886_,26787924_,82.722
26787886_,26787900_,61.062000000000005
26787887_,27091602_,180.666
26787887_,6027585659_,55.51
26787891_,26787997_,141.259
26787891_,26787924_,65.224
26787891_,27091634_,43.671
26787891_,26787900_,83.422
26787893_,5013893251_,6.52
26787893_,3022991016_,25.979
26787924_,27091629_,112.149
26787925_,26787997_,54.143
26787925_,8175717712_,34.922
26787998_,27091413_,64.478
26787998_,3960294090_,76.614
26788005_,27091629_,58.522
26788005_,1528999913_,86.38800000000002
26788024_,57650631_,5.597
26788024_,7783327543_,27.320999999999998
26788024_,7782741588_,31.926000000000002
26788832_,7764053661_,237.443
26788832_,32585953_,281.026
26788832_,1741103058_,57.153
26788832_,32585899_,63.844
26788834_,32585953_,12.675
26788834_,26788872_,140.259
26788834_,26788865_,47.741
26788835_,27322970_,64.084
26788835_,5256856777_,29.341
26788835_,26788872_,80.742
26788835_,27322867_,133.845
26788836_,59164267_,17.621
26788836_,26788873_,31.617
26788865_,26788872_,185.16199999999998
26788873_,57658138_,138.237
26788873_,59164242_,88.406
26788874_,26788878_,125.27000000000001
26788874_,26788876_,71.77000000000001
26788876_,26788889_,30.168
26788876_,26788877_,113.616
26788877_,26788888_,53.845
26788877_,26788878_,71.223
26788879_,26788885_,85.139
26788879_,7777760590_,27.964
26788879_,26788888_,76.994
26788882_,7777760593_,37.512
26788882_,1741103058_,70.575
26788885_,32584485_,78.815
26788886_,7775638811_,31.244
26788886_,26788891_,76.265
26788886_,7774922659_,46.833
26788887_,26788889_,50.971
26788887_,7774922659_,36.852
26788887_,26788888_,87.701
26788889_,7774947817_,31.567999999999998
26788890_,26788892_,131.09799999999998
26788890_,26788891_,120.465
26788890_,7774947817_,44.536
26788891_,57661162_,122.622
26788891_,7770538259_,43.328
26966492_,807945655_,21.069
26966492_,860183693_,11.912
26966609_,7823774174_,4.75
26966609_,57650629_,87.356
27089782_,27089784_,61.768
27089782_,27089783_,62.151
27089782_,8090271762_,26.932
27089783_,1960954870_,23.779
27089790_,8090271762_,58.578
27089794_,27089795_,7.519
27089795_,8104285694_,47.623
27089798_,1356260243_,2.137
27089798_,8104285694_,86.113
27089823_,1360295854_,18.151
27089824_,27089826_,36.482
27089824_,1360295854_,23.008
27089826_,8117778958_,51.489
27089831_,1360295425_,7.767
27089847_,8117866091_,9.688
27089863_,8121098245_,1.192
27089863_,1235688091_,118.71300000000001
27089886_,27125489_,349.801
27089997_,8121104719_,28.779
27089997_,8131686423_,59.14
27090000_,8121104719_,11.445
27090000_,27125490_,124.479
27090000_,8121098245_,80.316
27090010_,27090013_,50.928
27091359_,27125487_,224.074
27091413_,27091414_,80.89
27091414_,10280487149_,65.103
27091414_,8163513655_,4.707
27091458_,8175735634_,16.317
27091458_,8175735636_,28.72
27091572_,10280487150_,34.276
27091572_,427604654_,80.82300000000001
27091572_,8172733831_,81.299
27091581_,27091584_,111.744
27091581_,27091584_,205.85299999999998
27091629_,27091632_,43.843
27091631_,27091632_,38.913
27091631_,1277367530_,17.779
27091631_,1277367515_,3.009
27091632_,1340118058_,157.935
27091634_,5013893251_,24.526
27091634_,1340118058_,22.259999999999998
27091651_,8140892848_,51.351
27123732_,4210765395_,51.123999999999995
27125484_,1230593188_,12.633
27125484_,1284479053_,5.206
27125484_,4210764784_,150.947
27125485_,27512722_,78.587
27125485_,7526445230_,25.025
27125486_,1270476284_,126.50399999999999
27125486_,1268402871_,60.483999999999995
27125487_,8152084026_,18.249
27125488_,892953664_,32.466
27125491_,8117778958_,283.838
27125492_,1360295510_,26.206
27320267_,27510921_,80.54499999999999
27320267_,27510937_,54.34
27320267_,8305847352_,21.08
27320273_,6969887561_,3.753
27320273_,1143653942_,20.989
27320273_,6755645657_,31.527
27320304_,1275750243_,43.461
27320304_,6938206875_,9.76
27320304_,1176892909_,69.25
27320304_,1275750240_,47.735
27320371_,27320418_,162.981
27320371_,8414794805_,33.981
27320371_,8412269977_,81.61800000000001
27320418_,27512731_,26.135
27320464_,8270202429_,74.387
27320464_,8272452657_,92.763
27320464_,27320505_,146.748
27320466_,8899288352_,10.216
27320466_,3926057442_,35.788
27320505_,27320528_,90.985
27320505_,8899318225_,3.882
27320509_,27320528_,73.639
27320509_,4353302292_,12.549
27320509_,8270176312_,55.179
27320528_,4353302294_,12.123
27321823_,27321842_,34.329
27321823_,7544457427_,41.436
27321823_,341127997_,99.012
27321842_,1132242821_,18.371
27322675_,2360742423_,20.028
27322675_,2360742429_,22.256999999999998
27322675_,6595919362_,21.317999999999998
27322867_,27322887_,76.699
27322867_,95951173_,93.929
27322887_,7671081664_,29.156999999999996
27322887_,27322970_,157.902
27322970_,59152897_,22.586
27325233_,27325235_,35.687
27325233_,6568760605_,68.234
27325235_,7953129352_,23.235
27325323_,415142648_,5.53
27325323_,6561682307_,39.456
27353683_,8272452653_,1.561
27353683_,1141822832_,54.103
27353683_,1176892936_,2.435
27481062_,7369577091_,17.886000000000003
27481062_,7369577093_,8.366999999999999
27481062_,385309979_,21.288
27481160_,80159855_,163.854
27481160_,80162879_,55.476
27481196_,800676793_,14.922
27481196_,27481197_,79.565
27481202_,27481205_,81.876
27481202_,27481203_,154.346
27481203_,371156457_,31.295
27481204_,371156457_,48.016
27481204_,27481205_,156.18
27481204_,1691189615_,89.327
27481205_,7654237748_,50.695
27481207_,76528129_,75.538
27481207_,78528068_,37.898
27481207_,76528946_,83.18
27481208_,1784091841_,67.528
27481208_,7658063114_,41.06
27481208_,7591017531_,33.599
27481208_,76528946_,64.438
27481270_,7808666410_,27.937
27481270_,27481286_,182.959
27481270_,6210383769_,52.885000000000005
27481284_,7804509183_,50.516
27481284_,1741103082_,18.150000000000002
27481286_,7804509183_,18.308
27481286_,57659267_,79.19099999999999
27510565_,9268216450_,4.953
27510565_,27510693_,51.867
27510581_,443666762_,11.082
27510581_,8442191286_,57.02799999999999
27510592_,5203362861_,92.503
27510592_,765891136_,15.582999999999998
27510592_,765891059_,14.571
27510595_,8758293291_,8.299
27510595_,8758292905_,39.993
27510595_,8758293302_,56.164
27510684_,8465740165_,5.967
27510684_,3063481000_,11.016
27510684_,7995695621_,15.153999999999998
27510686_,5203355748_,70.45400000000001
27510686_,765891136_,14.959
27510686_,765891110_,10.834
27510693_,7526447753_,23.816
27510693_,27510694_,47.803
27510694_,27510699_,74.613
27510694_,7526445231_,27.705
27510699_,9268216450_,152.10299999999998
27510702_,5203355746_,30.195
27510702_,1230593942_,35.429
27510702_,3527782559_,44.908
27510734_,1282068693_,50.639
27510734_,1230593312_,21.068
27510734_,27512719_,28.121
27510767_,1270672981_,86.907
27510767_,1270476284_,86.392
27510792_,8194445905_,2.85
27510797_,6027585588_,7.424
27510797_,27510798_,69.093
27510797_,1268463804_,125.96000000000001
27510798_,27512725_,141.111
27510821_,8212713681_,19.154
27510821_,866578249_,26.78
27510821_,8408845330_,4.448
27510831_,8245267554_,15.149
27510831_,27512726_,172.97
27510833_,27510834_,32.088
27510834_,27510835_,44.312
27510834_,27510838_,126.443
27510835_,27510837_,125.369
27510837_,8899288355_,14.991
27510837_,27510838_,47.324000000000005
27510838_,8899288356_,18.221
27510861_,27510863_,120.034
27510861_,27510862_,35.452
27510863_,8242038043_,74.25
27510863_,8241082898_,32.822
27510909_,27510912_,76.036
27510909_,27512740_,72.19200000000001
27510912_,1275750243_,21.611
27510912_,6938206876_,30.172
27510913_,6938206876_,26.61
27510913_,8308866310_,4.39
27510913_,27510921_,68.087
27510921_,8305847367_,28.428
27510923_,8306936917_,27.835
27510923_,96070582_,51.632
27510923_,27510924_,40.686
27510924_,27510926_,31.993
27510926_,27512742_,69.825
27510926_,27510927_,16.294999999999998
27510927_,27510935_,10.1
27510927_,27510929_,77.064
27510929_,96070582_,31.174
27510929_,27510931_,75.374
27510931_,27510932_,13.679
27510931_,1143599071_,13.919
27510932_,27510935_,146.671
27510932_,1143653953_,15.193999999999999
27510937_,1143599071_,24.953
27510937_,8312078520_,33.377
27510964_,1277062202_,64.136
27510964_,1276002238_,42.118
27510982_,1277062202_,159.693
27510982_,1143653942_,7.915
27510982_,8321524594_,23.273
27511086_,8324551774_,16.014
27511086_,1947370022_,28.131
27511086_,27511087_,76.542
27511087_,1208467059_,44.388000000000005
27511087_,1143687781_,30.052
27511125_,8080067061_,37.798
27511130_,7815483843_,19.248
27511130_,8080327028_,38.519000000000005
27511130_,7815483846_,18.012
27511134_,6551816720_,36.239
27511134_,8080327028_,2.704
27511218_,27511220_,50.418
27511218_,866577993_,22.473
27511220_,866577953_,57.961
27511220_,1210510663_,119.28200000000001
27511221_,866577953_,23.471
27511221_,1143694868_,32.065
27511227_,1143740463_,44.117
27511227_,27511228_,26.904
27511227_,3925990505_,55.74499999999999
27511228_,2104376749_,133.818
27511250_,3925996397_,56.659000000000006
27511250_,5585301331_,37.724
27511250_,3925990505_,27.718000000000004
27512719_,7526445231_,19.198
27512719_,1135445381_,34.865
27512722_,1230593755_,5.459
27512722_,316311919_,21.841
27512725_,7728150518_,62.690999999999995
27512727_,7728150517_,8.909
27512729_,498694184_,15.895
27512729_,8899288356_,6.223
27512731_,498694184_,29.002
27512731_,8899288355_,6.228
27512734_,8899318225_,144.87199999999999
27512736_,3955065625_,31.493
27512736_,27512738_,183.548
27512738_,892950038_,41.031
27512740_,5954974014_,4.792
27512742_,37894231_,13.051
27512742_,37884367_,24.767
27512745_,1277062202_,30.89
27512745_,37882872_,30.46
29049574_,2104376749_,5.558
29049574_,2104376767_,20.198999999999998
29350098_,9223818474_,8.553
29350098_,33206489_,52.057
29350100_,9223153631_,8.98
29350100_,122671181_,12.657
29350100_,1605031257_,13.608
29350100_,1558429829_,25.26
29353839_,29353841_,55.096
29353839_,860183704_,12.546
29353839_,1120466280_,146.94
29353841_,6586349290_,11.665
29353841_,7852668872_,79.348
29354062_,6586961111_,7.117
29354062_,6524005154_,26.497
29354062_,6768922421_,46.177
29354228_,1770238794_,19.449
29354228_,8357438374_,36.294
29354228_,1770238800_,59.445
29354253_,1770238798_,56.478
29354253_,1770238800_,42.278
30182235_,1598264921_,6.846
30182235_,88743936_,83.05999999999999
30182235_,8111508860_,49.845000000000006
31022083_,2808877333_,55.703
31022083_,80170877_,56.067
31022083_,1027237558_,66.093
31022083_,57774606_,92.489
31022253_,10074518831_,34.125
31022253_,282218630_,14.051
31022253_,91807238_,43.916
31022258_,33042563_,89.693
31022258_,33042568_,55.912
31022258_,1280215057_,38.269000000000005
31200011_,31200012_,9.735
31200012_,242199531_,25.683
31200014_,242199531_,48.718
31200014_,6551414193_,28.739
31200014_,95991141_,89.208
31200015_,1276966382_,52.745
31200015_,6551414193_,14.779
32584485_,7775638817_,24.956
32585899_,7767462388_,34.245
32585899_,1528999936_,79.563
32585899_,1528999976_,98.676
32585953_,32588710_,48.548
32588710_,1230869974_,19.591
32618385_,387940757_,109.154
32618385_,6024047911_,84.72
32618385_,32618386_,42.82599999999999
32618386_,1108317727_,41.084
32618386_,415142911_,158.557
32826953_,32826964_,80.662
32826953_,2180739566_,47.371
32826964_,7112854844_,16.122
33042558_,91801409_,82.965
33042558_,91804940_,44.941
33042558_,91803454_,19.973
33042560_,91800515_,79.874
33042560_,33042564_,82.493
33042560_,5515456580_,52.63
33042563_,33042564_,66.77
33042563_,91800515_,68.611
33042564_,91902576_,10.889
33042567_,91902576_,43.391
33042567_,7505678258_,56.888999999999996
33042567_,91905092_,12.558
33042568_,84864295_,7.205
33042568_,7505678258_,101.9
33140416_,8753897405_,12.552
33140416_,8328711504_,48.611
33140539_,3983732745_,5.107
33140539_,8742986874_,6.101
33140539_,8754926199_,70.606
33140582_,33140583_,58.68
33140582_,8754926201_,38.586999999999996
33140583_,8326237478_,23.362
33140583_,33140584_,62.986999999999995
33140584_,33140759_,78.968
33140584_,33141162_,245.77800000000002
33140757_,10899483215_,77.612
33140757_,33140758_,65.10300000000001
33140757_,8742986876_,47.513
33140758_,33140759_,17.123
33140758_,7746604923_,89.056
33140759_,33140760_,112.20100000000001
33140760_,851320721_,17.159
33140760_,33141695_,45.93
33140896_,8328711504_,31.628
33140896_,33140897_,28.972
33140896_,8328711437_,19.908
33140897_,8328711504_,36.612
33140897_,8753911936_,36.379
33140903_,10899483215_,8.562
33140903_,10899299983_,7.386
33140903_,6773888324_,18.255
33140910_,8753911936_,7.098
33140910_,8684194411_,67.665
33140922_,33140923_,49.883
33140922_,33141616_,3.592
33140922_,765883321_,82.8
33140923_,33140924_,20.795
33140923_,9198516769_,3.788
33140924_,33141485_,47.975
33140924_,7746604922_,69.90700000000001
33141162_,778717521_,42.143
33141162_,996533602_,30.383000000000003
33141181_,8326237346_,31.323
33141181_,996533602_,40.924
33141181_,8326237324_,15.963
33141485_,8753911950_,111.41
33141616_,783795400_,34.796
33141695_,1287489512_,10.791
33141762_,1528999913_,26.422
33141762_,851320215_,62.30199999999999
33202490_,7764053660_,25.477
33202490_,316311920_,12.780000000000001
33202490_,776999468_,13.753
33202557_,8437036230_,18.215
33202580_,833404932_,32.156
33202580_,33202779_,17.628
33202580_,33202777_,48.071
33202777_,9966264737_,50.428
33202777_,7612835972_,35.022
33202779_,33202780_,43.20400000000001
33202779_,7612835959_,11.593
33202780_,833404944_,33.493
33202848_,33202941_,138.413
33202848_,1128684163_,31.035000000000004
33202848_,33203141_,47.722
33202855_,7612835966_,42.262
33202855_,3567185624_,53.774
33202855_,33202941_,83.378
33202941_,33202943_,31.089
33202943_,1128684627_,60.975
33203086_,1128683978_,10.071
33203086_,1128684126_,39.234
33203086_,7612835972_,9.258
33203109_,1128684653_,25.379
33203109_,1128684640_,27.068
33203109_,1128684016_,84.17
33203141_,6809837967_,9.874
33203141_,1270275705_,77.23599999999999
33203750_,7612835932_,18.63
33203750_,7612835930_,25.936999999999998
33203753_,33203777_,95.857
33203753_,33203760_,67.70400000000001
33203753_,7612835925_,20.409
33203777_,1643665746_,11.018
33203777_,3796962982_,38.41
33203791_,1605031206_,6.179
33203828_,9223153631_,46.017
33203828_,33206349_,54.251
33206349_,9223818474_,6.561
33206349_,9223567297_,54.07
33206488_,9243847818_,7.955
33206488_,33206489_,26.203
33206488_,1138026833_,35.577
33206489_,33206563_,59.203
33206563_,9223799311_,48.206
33206569_,9223799311_,107.37799999999999
33206569_,33206652_,24.873
33206629_,33206681_,78.93299999999999
33206629_,9243847818_,37.21
33206629_,33206659_,72.97999999999999
33206637_,9242360890_,22.772
33206637_,9241264967_,57.695
33206637_,33206693_,198.606
33206652_,9223818460_,61.043
33206659_,33206663_,96.166
33206663_,9241264967_,1.89
33206681_,9242360890_,43.246
33206681_,9234422483_,57.099
33206692_,33206693_,28.435
33206692_,9234422483_,105.88799999999999
33709382_,80162879_,45.265
33709382_,265563776_,31.192
33709382_,33709383_,52.294000000000004
33709382_,8154276788_,52.178000000000004
33709383_,8154276788_,5.341
33709383_,80161627_,109.914
34519894_,7369674876_,1.083
34519894_,281610884_,43.274
37890853_,8402741066_,58.289
37890853_,8402043844_,34.024
37892881_,37892882_,41.314
37892881_,8402043844_,45.052
37892882_,8401729033_,89.817
37892882_,37892883_,6.248
37892883_,1210377824_,65.402
37892883_,37893953_,68.392
37892885_,866577717_,44.352
37892885_,1210377824_,25.788
37892885_,37897686_,80.383
37893953_,37894231_,235.738
37895701_,866650037_,27.055
37895701_,4511521220_,92.911
37895701_,37895706_,51.727000000000004
37895706_,8401729033_,26.954
37895706_,4511521220_,89.725
37896747_,866650087_,54.421
37896747_,8403985757_,2.291
37896747_,5198900138_,97.173
37897686_,1210377845_,17.51
37897686_,37898863_,60.67
37897686_,9063167747_,111.408
37897879_,8401728932_,39.752
37897879_,1210377851_,4.944
37897879_,9063167742_,6.52
37898863_,8398782976_,4.678
53837501_,7843989526_,14.729
53837501_,3063481005_,6.598
53837501_,3385393700_,5.952
53837504_,7843989525_,11.324
53837504_,3385393700_,5.608
53837504_,53837511_,68.70100000000001
53837511_,9216813758_,57.751
53837511_,8461162530_,283.57800000000003
57650629_,59164242_,104.507
57650629_,7851823798_,125.12299999999999
57650631_,59152913_,58.384
57650631_,59152916_,20.225
57658138_,59164289_,27.584
57658138_,57658140_,92.663
57658140_,59164242_,138.097
57658140_,59152913_,13.575
57659265_,57660419_,115.429
57659265_,57659267_,103.344
57659265_,6210383774_,31.63
57659267_,57660417_,24.124
57659271_,7804509113_,26.379
57660417_,7801741874_,43.865
57660417_,57660419_,97.161
57660419_,1300015787_,3.738
57661162_,59143599_,47.732
57661162_,7796382459_,6.752
57680058_,59164264_,21.518
57680058_,5256856777_,32.658
57774606_,6584208462_,97.907
57774606_,265563774_,49.829
59152897_,59152900_,24.329
59152897_,1288714197_,14.52
59152900_,2808877314_,9.67
59152904_,59152913_,18.662
59152904_,59152916_,57.507
59152916_,300425896_,24.601
59164264_,59164267_,36.733
59164267_,59164273_,45.417
59164273_,59164277_,25.957
59164277_,59164289_,131.53300000000002
60852513_,298299232_,99.158
60852513_,926473210_,19.605
60852513_,926473199_,4.298
76528129_,78530684_,46.542
76528129_,76528946_,16.915
76611556_,1783432027_,53.195
76611556_,7715719669_,57.743
76611556_,78560432_,92.481
76611556_,76629150_,235.361
76612631_,1783432030_,112.309
76612631_,76614521_,101.908
76612631_,76612633_,31.320000000000004
76612633_,76613255_,146.99
76612633_,76615056_,54.818
76613255_,1783432027_,15.073
76613255_,1783432030_,24.133
76614521_,5898890862_,67.90899999999999
76614521_,3440115628_,136.75900000000001
76615056_,376491497_,72.43299999999999
76615056_,7544457415_,18.442
76617762_,86108112_,160.69899999999998
76617762_,8154276803_,86.89999999999999
76623785_,6210383756_,8.557
76623785_,6210383775_,4.87
76623785_,5898890865_,69.736
76629150_,7711465544_,11.852
76629150_,78563256_,175.082
78528068_,78528073_,18.607
78528068_,78528073_,78.041
78528073_,7660089403_,4.732
78530684_,1784091841_,55.378
78530684_,7660089539_,68.578
78531835_,7658063114_,1.939
78531835_,506861598_,36.76
78560432_,371156858_,49.698
78560432_,376491704_,84.40100000000001
78560463_,371156858_,20.057
78560463_,78560467_,47.766999999999996
78560463_,78563256_,129.065
78560467_,78563256_,24.421
78560467_,941156846_,65.759
80158631_,391599792_,120.71300000000001
80159855_,80161623_,56.757
80161623_,8154276789_,44.568
80161623_,80162879_,164.432
80161627_,8154276789_,3.927
80161627_,8154276788_,109.96600000000001
80164306_,7597690230_,64.174
80164306_,7569837071_,24.263
80170877_,8154276788_,45.086
80170877_,265563778_,82.252
80170877_,8154276790_,158.953
84826413_,1291086770_,67.206
84826413_,84826966_,53.018
84829598_,1351876729_,32.025
84829598_,973649556_,9.441
84829598_,1292274430_,35.778000000000006
84830011_,7695645293_,41.535
84830011_,941120055_,55.638
84835224_,7711190773_,60.307
84836154_,84836493_,123.485
84836154_,7731957765_,33.874
84836493_,84838609_,38.741
84838609_,885356131_,44.702
84840570_,1289587739_,29.997
84840570_,7965029595_,23.774
84840570_,84848617_,13.765
84841082_,885356098_,35.751
84841082_,7731957765_,5.508
84841082_,84844680_,41.823
84843925_,84844244_,171.14
84843925_,84844325_,92.675
84843925_,7742753548_,56.98
84844244_,7732890189_,31.937
84844244_,84844680_,93.595
84844325_,84844680_,154.594
84844325_,1377168612_,37.629999999999995
84846353_,7965091478_,18.237
84846353_,2430112579_,45.31
84846353_,1120315903_,19.114
84848260_,270712105_,31.674
84848260_,84848617_,203.86799999999997
84852048_,84852368_,124.194
84852368_,255469345_,155.168
84852368_,941091018_,52.229
84864295_,7505717741_,22.303
84866813_,332515499_,59.676
86107987_,86108112_,10.743
86107987_,941233614_,63.196
86110240_,386254378_,109.6
86115400_,743020420_,3.596
86115400_,7560350703_,34.739
86115400_,610908167_,41.915
86115403_,610908173_,79.716
86115403_,610908167_,87.407
86115482_,4339611078_,4.488
86115482_,4339611083_,2.49
86115482_,4339611082_,2.926
86115482_,4339611086_,3.891
86116092_,298299320_,107.469
86116092_,298299284_,177.82999999999998
86116092_,4339572377_,171.977
86116093_,298299320_,13.787
86116093_,1297915186_,12.656
86119737_,298299513_,68.949
86119737_,86119745_,88.544
86119737_,1297915138_,46.649
86119743_,5337345906_,41.969
86119743_,5337345903_,45.174
86119745_,1119515984_,4.572
86119745_,298299216_,43.539
86119745_,5337345906_,38.428
88725584_,88727203_,22.818
88725584_,391602104_,82.16
88727203_,414798360_,47.155
88727203_,1691189735_,127.97800000000001
88736210_,8427652844_,15.782000000000002
88736210_,88743936_,65.884
88736210_,7843989524_,123.502
88736253_,7857339233_,6.378
88736253_,7989243046_,4.968
88736253_,88736256_,34.207
88736256_,7855129765_,4.129
88736256_,88745147_,46.545
88742013_,7985579746_,9.261
88742317_,7855108811_,6.061
88742317_,7844456080_,46.309
88742317_,7855108851_,3.456
88743929_,7855130019_,4.634
88743929_,1271345594_,56.699
88743929_,7855129995_,10.181999999999999
88743936_,1271345594_,37.714999999999996
88745147_,8326261854_,26.967
88745147_,7796713453_,4.867
88746005_,7855129993_,13.631
88746005_,7855108851_,40.888
88746005_,7855130025_,2.76
88746005_,7855129986_,43.321999999999996
88750437_,88750921_,163.215
88750437_,88753839_,58.46
88751979_,7335028455_,9.486
88751979_,1210880734_,28.468
88753839_,1210879393_,4.726
88753839_,8416347720_,8.773
88756158_,7335028455_,15.098
88756158_,759801331_,15.586
88756158_,7335028457_,11.535
88756267_,1210880734_,17.498
88756267_,7335028448_,8.099
88756267_,286963671_,192.562
88757317_,7335028460_,8.87
88757317_,88757320_,29.561
88757317_,7335028448_,17.209
88757320_,88762320_,60.299
88757320_,443710240_,43.946
88757328_,7335028439_,6.638
88757328_,3328923827_,23.313000000000002
88757328_,286963671_,11.698
88758629_,280835459_,34.765
88758629_,3946630292_,51.08
88758957_,759801331_,8.092
88758957_,8418619469_,53.141
88758957_,1211055500_,52.712
88760073_,8420173236_,4.027
88760073_,8018801128_,20.11
88762320_,7988864066_,4.795
88762320_,443710241_,54.016
88762482_,3946630292_,2.811
88762482_,443710241_,96.891
88762482_,1600976544_,111.06
88769275_,5198842675_,136.127
88769275_,3926057441_,77.257
88769275_,88769734_,29.075000000000003
88769734_,9063167726_,2.615
88769734_,88769735_,178.389
88769735_,5198842673_,36.395
88769735_,4511521220_,48.106
90441079_,298299285_,209.806
90441079_,1094860302_,22.228
90441079_,298299276_,3.667
90441079_,1094860291_,15.543
90441079_,298299284_,178.664
90441254_,610908168_,19.75
90441254_,4339593729_,42.902
91796243_,1280207348_,40.9
91800308_,91801409_,33.366
91800308_,282218606_,68.865
91800310_,2577705172_,26.738
91800310_,282218606_,58.512
91800310_,701432016_,42.785
91800515_,91801409_,10.654
91803454_,91803735_,151.371
91804940_,1289584317_,28.841
91804940_,1289480792_,22.698
91805309_,1508464351_,21.004
91805309_,7556239516_,63.671
91805760_,91805823_,38.418
91805760_,91807238_,13.471
91805760_,1289480792_,13.303
91805823_,282218606_,23.093
91807045_,91807047_,16.489
91807045_,7525286544_,11.266
91807045_,7556239516_,100.402
91807047_,8194324380_,12.0
91807047_,7525286556_,11.004000000000001
91902576_,91903165_,101.595
91903165_,7449297103_,34.542
91905092_,7505678268_,9.013
95951000_,941267822_,23.404
95951173_,941233909_,43.192
95953252_,300425843_,110.601
95953254_,300425843_,47.814
95991141_,95991143_,22.16
95991141_,242199531_,141.977
95991143_,302397675_,11.928
96070582_,8308035725_,9.954
96074056_,277313650_,14.997
96074056_,4897234610_,10.335
96081242_,96081286_,14.108
96081242_,96082197_,111.032
96081286_,96082197_,96.924
