code,predicted_pm2.5,geometry
64,6.107322, -0.150818888854941 51.47127555943423_ -0.150818888854941 51.472338394059406_ -0.1525258741811697 51.472338394059406_ -0.1525258741811697 51.47127555943423_ -0.150818888854941 51.47127555943423
65,6.1097784, -0.150818888854941 51.472338394059406_ -0.150818888854941 51.47340122868459_ -0.1525258741811697 51.47340122868459_ -0.1525258741811697 51.472338394059406_ -0.150818888854941 51.472338394059406
66,7.425913, -0.150818888854941 51.47340122868459_ -0.150818888854941 51.47446406330976_ -0.1525258741811697 51.47446406330976_ -0.1525258741811697 51.47340122868459_ -0.150818888854941 51.47340122868459
67,6.6519384, -0.150818888854941 51.47446406330976_ -0.150818888854941 51.47552689793494_ -0.1525258741811697 51.47552689793494_ -0.1525258741811697 51.47446406330976_ -0.150818888854941 51.47446406330976
68,6.525509, -0.150818888854941 51.47552689793494_ -0.150818888854941 51.476589732560114_ -0.1525258741811697 51.476589732560114_ -0.1525258741811697 51.47552689793494_ -0.150818888854941 51.47552689793494
69,5.9308586, -0.150818888854941 51.476589732560114_ -0.150818888854941 51.477652567185295_ -0.1525258741811697 51.477652567185295_ -0.1525258741811697 51.476589732560114_ -0.150818888854941 51.476589732560114
70,5.8641872, -0.150818888854941 51.477652567185295_ -0.150818888854941 51.47871540181047_ -0.1525258741811697 51.47871540181047_ -0.1525258741811697 51.477652567185295_ -0.150818888854941 51.477652567185295
71,5.2574463, -0.150818888854941 51.47871540181047_ -0.150818888854941 51.47977823643564_ -0.1525258741811697 51.47977823643564_ -0.1525258741811697 51.47871540181047_ -0.150818888854941 51.47871540181047
72,5.098388, -0.150818888854941 51.47977823643564_ -0.150818888854941 51.48084107106082_ -0.1525258741811697 51.48084107106082_ -0.1525258741811697 51.47977823643564_ -0.150818888854941 51.47977823643564
73,5.54719, -0.150818888854941 51.48084107106082_ -0.150818888854941 51.481903905685996_ -0.1525258741811697 51.481903905685996_ -0.1525258741811697 51.48084107106082_ -0.150818888854941 51.48084107106082
74,5.6036124, -0.150818888854941 51.481903905685996_ -0.150818888854941 51.48296674031118_ -0.1525258741811697 51.48296674031118_ -0.1525258741811697 51.481903905685996_ -0.150818888854941 51.481903905685996
75,5.234509, -0.150818888854941 51.48296674031118_ -0.150818888854941 51.48402957493635_ -0.1525258741811697 51.48402957493635_ -0.1525258741811697 51.48296674031118_ -0.150818888854941 51.48296674031118
76,5.9799576, -0.150818888854941 51.48402957493635_ -0.150818888854941 51.48509240956153_ -0.1525258741811697 51.48509240956153_ -0.1525258741811697 51.48402957493635_ -0.150818888854941 51.48402957493635
77,5.6354175, -0.150818888854941 51.48509240956153_ -0.150818888854941 51.486155244186705_ -0.1525258741811697 51.486155244186705_ -0.1525258741811697 51.48509240956153_ -0.150818888854941 51.48509240956153
78,6.3280153, -0.150818888854941 51.486155244186705_ -0.150818888854941 51.48721807881188_ -0.1525258741811697 51.48721807881188_ -0.1525258741811697 51.486155244186705_ -0.150818888854941 51.486155244186705
79,5.9249697, -0.150818888854941 51.48721807881188_ -0.150818888854941 51.48828091343706_ -0.1525258741811697 51.48828091343706_ -0.1525258741811697 51.48721807881188_ -0.150818888854941 51.48721807881188
80,5.730689, -0.150818888854941 51.48828091343706_ -0.150818888854941 51.48934374806223_ -0.1525258741811697 51.48934374806223_ -0.1525258741811697 51.48828091343706_ -0.150818888854941 51.48828091343706
81,6.032177, -0.150818888854941 51.48934374806223_ -0.150818888854941 51.49040658268741_ -0.1525258741811697 51.49040658268741_ -0.1525258741811697 51.48934374806223_ -0.150818888854941 51.48934374806223
82,5.941334, -0.150818888854941 51.49040658268741_ -0.150818888854941 51.49146941731259_ -0.1525258741811697 51.49146941731259_ -0.1525258741811697 51.49040658268741_ -0.150818888854941 51.49040658268741
83,5.31034, -0.150818888854941 51.49146941731259_ -0.150818888854941 51.49253225193777_ -0.1525258741811697 51.49253225193777_ -0.1525258741811697 51.49146941731259_ -0.150818888854941 51.49146941731259
84,5.373625, -0.150818888854941 51.49253225193777_ -0.150818888854941 51.49359508656294_ -0.1525258741811697 51.49359508656294_ -0.1525258741811697 51.49253225193777_ -0.150818888854941 51.49253225193777
85,5.3734536, -0.150818888854941 51.49359508656294_ -0.150818888854941 51.49465792118812_ -0.1525258741811697 51.49465792118812_ -0.1525258741811697 51.49359508656294_ -0.150818888854941 51.49359508656294
86,5.496729, -0.150818888854941 51.49465792118812_ -0.150818888854941 51.495720755813295_ -0.1525258741811697 51.495720755813295_ -0.1525258741811697 51.49465792118812_ -0.150818888854941 51.49465792118812
87,5.167741, -0.150818888854941 51.495720755813295_ -0.150818888854941 51.49678359043847_ -0.1525258741811697 51.49678359043847_ -0.1525258741811697 51.495720755813295_ -0.150818888854941 51.495720755813295
88,5.1981883, -0.150818888854941 51.49678359043847_ -0.150818888854941 51.49784642506365_ -0.1525258741811697 51.49784642506365_ -0.1525258741811697 51.49678359043847_ -0.150818888854941 51.49678359043847
89,5.203489, -0.150818888854941 51.49784642506365_ -0.150818888854941 51.49890925968882_ -0.1525258741811697 51.49890925968882_ -0.1525258741811697 51.49784642506365_ -0.150818888854941 51.49784642506365
90,5.4891148, -0.150818888854941 51.49890925968882_ -0.150818888854941 51.499972094314_ -0.1525258741811697 51.499972094314_ -0.1525258741811697 51.49890925968882_ -0.150818888854941 51.49890925968882
91,5.506339, -0.150818888854941 51.499972094314_ -0.150818888854941 51.50103492893918_ -0.1525258741811697 51.50103492893918_ -0.1525258741811697 51.499972094314_ -0.150818888854941 51.499972094314
92,5.8876476, -0.150818888854941 51.50103492893918_ -0.150818888854941 51.50209776356436_ -0.1525258741811697 51.50209776356436_ -0.1525258741811697 51.50103492893918_ -0.150818888854941 51.50103492893918
93,5.6624713, -0.150818888854941 51.50209776356436_ -0.150818888854941 51.50316059818953_ -0.1525258741811697 51.50316059818953_ -0.1525258741811697 51.50209776356436_ -0.150818888854941 51.50209776356436
94,4.9807367, -0.150818888854941 51.50316059818953_ -0.150818888854941 51.504223432814705_ -0.1525258741811697 51.504223432814705_ -0.1525258741811697 51.50316059818953_ -0.150818888854941 51.50316059818953
95,6.214139, -0.150818888854941 51.504223432814705_ -0.150818888854941 51.505286267439885_ -0.1525258741811697 51.505286267439885_ -0.1525258741811697 51.504223432814705_ -0.150818888854941 51.504223432814705
96,6.8547997, -0.150818888854941 51.505286267439885_ -0.150818888854941 51.50634910206506_ -0.1525258741811697 51.50634910206506_ -0.1525258741811697 51.505286267439885_ -0.150818888854941 51.505286267439885
97,5.596449, -0.150818888854941 51.50634910206506_ -0.150818888854941 51.50741193669024_ -0.1525258741811697 51.50741193669024_ -0.1525258741811697 51.50634910206506_ -0.150818888854941 51.50634910206506
98,5.548654, -0.150818888854941 51.50741193669024_ -0.150818888854941 51.50847477131541_ -0.1525258741811697 51.50847477131541_ -0.1525258741811697 51.50741193669024_ -0.150818888854941 51.50741193669024
99,5.4605265, -0.150818888854941 51.50847477131541_ -0.150818888854941 51.509537605940594_ -0.1525258741811697 51.509537605940594_ -0.1525258741811697 51.50847477131541_ -0.150818888854941 51.50847477131541
100,5.9766555, -0.150818888854941 51.509537605940594_ -0.150818888854941 51.51060044056577_ -0.1525258741811697 51.51060044056577_ -0.1525258741811697 51.509537605940594_ -0.150818888854941 51.509537605940594
101,6.037907, -0.150818888854941 51.51060044056577_ -0.150818888854941 51.51166327519095_ -0.1525258741811697 51.51166327519095_ -0.1525258741811697 51.51060044056577_ -0.150818888854941 51.51060044056577
102,6.0521417, -0.150818888854941 51.51166327519095_ -0.150818888854941 51.51272610981612_ -0.1525258741811697 51.51272610981612_ -0.1525258741811697 51.51166327519095_ -0.150818888854941 51.51166327519095
103,5.5639534, -0.150818888854941 51.51272610981612_ -0.150818888854941 51.513788944441295_ -0.1525258741811697 51.513788944441295_ -0.1525258741811697 51.51272610981612_ -0.150818888854941 51.51272610981612
104,5.7731996, -0.150818888854941 51.513788944441295_ -0.150818888854941 51.514851779066476_ -0.1525258741811697 51.514851779066476_ -0.1525258741811697 51.513788944441295_ -0.150818888854941 51.513788944441295
105,6.073908, -0.150818888854941 51.514851779066476_ -0.150818888854941 51.51591461369165_ -0.1525258741811697 51.51591461369165_ -0.1525258741811697 51.514851779066476_ -0.150818888854941 51.514851779066476
106,5.1375246, -0.150818888854941 51.51591461369165_ -0.150818888854941 51.51697744831683_ -0.1525258741811697 51.51697744831683_ -0.1525258741811697 51.51591461369165_ -0.150818888854941 51.51591461369165
107,4.9535, -0.150818888854941 51.51697744831683_ -0.150818888854941 51.518040282942_ -0.1525258741811697 51.518040282942_ -0.1525258741811697 51.51697744831683_ -0.150818888854941 51.51697744831683
108,4.9732494, -0.150818888854941 51.518040282942_ -0.150818888854941 51.519103117567184_ -0.1525258741811697 51.519103117567184_ -0.1525258741811697 51.518040282942_ -0.150818888854941 51.518040282942
109,6.2598963, -0.150818888854941 51.519103117567184_ -0.150818888854941 51.52016595219236_ -0.1525258741811697 51.52016595219236_ -0.1525258741811697 51.519103117567184_ -0.150818888854941 51.519103117567184
110,6.7959538, -0.1525258741811697 51.46171004780764_ -0.1525258741811697 51.462772882432816_ -0.1542328595073983 51.462772882432816_ -0.1542328595073983 51.46171004780764_ -0.1525258741811697 51.46171004780764
111,6.878627, -0.1525258741811697 51.462772882432816_ -0.1525258741811697 51.463835717058_ -0.1542328595073983 51.463835717058_ -0.1542328595073983 51.462772882432816_ -0.1525258741811697 51.462772882432816
112,6.9193535, -0.1525258741811697 51.463835717058_ -0.1525258741811697 51.46489855168317_ -0.1542328595073983 51.46489855168317_ -0.1542328595073983 51.463835717058_ -0.1525258741811697 51.463835717058
113,6.8452597, -0.1525258741811697 51.46489855168317_ -0.1525258741811697 51.46596138630835_ -0.1542328595073983 51.46596138630835_ -0.1542328595073983 51.46489855168317_ -0.1525258741811697 51.46489855168317
114,6.541131, -0.1525258741811697 51.46596138630835_ -0.1525258741811697 51.467024220933524_ -0.1542328595073983 51.467024220933524_ -0.1542328595073983 51.46596138630835_ -0.1525258741811697 51.46596138630835
115,6.7807198, -0.1525258741811697 51.467024220933524_ -0.1525258741811697 51.468087055558705_ -0.1542328595073983 51.468087055558705_ -0.1542328595073983 51.467024220933524_ -0.1525258741811697 51.467024220933524
116,6.8656178, -0.1525258741811697 51.468087055558705_ -0.1525258741811697 51.46914989018388_ -0.1542328595073983 51.46914989018388_ -0.1542328595073983 51.468087055558705_ -0.1525258741811697 51.468087055558705
117,6.850662, -0.1525258741811697 51.46914989018388_ -0.1525258741811697 51.47021272480905_ -0.1542328595073983 51.47021272480905_ -0.1542328595073983 51.46914989018388_ -0.1525258741811697 51.46914989018388
118,6.4917207, -0.1525258741811697 51.47021272480905_ -0.1525258741811697 51.47127555943423_ -0.1542328595073983 51.47127555943423_ -0.1542328595073983 51.47021272480905_ -0.1525258741811697 51.47021272480905
119,5.989597, -0.1525258741811697 51.47127555943423_ -0.1525258741811697 51.472338394059406_ -0.1542328595073983 51.472338394059406_ -0.1542328595073983 51.47127555943423_ -0.1525258741811697 51.47127555943423
120,6.053149, -0.1525258741811697 51.472338394059406_ -0.1525258741811697 51.47340122868459_ -0.1542328595073983 51.47340122868459_ -0.1542328595073983 51.472338394059406_ -0.1525258741811697 51.472338394059406
121,5.7644053, -0.1525258741811697 51.47340122868459_ -0.1525258741811697 51.47446406330976_ -0.1542328595073983 51.47446406330976_ -0.1542328595073983 51.47340122868459_ -0.1525258741811697 51.47340122868459
122,6.092384, -0.1525258741811697 51.47446406330976_ -0.1525258741811697 51.47552689793494_ -0.1542328595073983 51.47552689793494_ -0.1542328595073983 51.47446406330976_ -0.1525258741811697 51.47446406330976
123,6.2061806, -0.1525258741811697 51.47552689793494_ -0.1525258741811697 51.476589732560114_ -0.1542328595073983 51.476589732560114_ -0.1542328595073983 51.47552689793494_ -0.1525258741811697 51.47552689793494
124,6.126018, -0.1525258741811697 51.476589732560114_ -0.1525258741811697 51.477652567185295_ -0.1542328595073983 51.477652567185295_ -0.1542328595073983 51.476589732560114_ -0.1525258741811697 51.476589732560114
125,5.7703075, -0.1525258741811697 51.477652567185295_ -0.1525258741811697 51.47871540181047_ -0.1542328595073983 51.47871540181047_ -0.1542328595073983 51.477652567185295_ -0.1525258741811697 51.477652567185295
126,6.1659994, -0.1525258741811697 51.47871540181047_ -0.1525258741811697 51.47977823643564_ -0.1542328595073983 51.47977823643564_ -0.1542328595073983 51.47871540181047_ -0.1525258741811697 51.47871540181047
127,5.624523, -0.1525258741811697 51.47977823643564_ -0.1525258741811697 51.48084107106082_ -0.1542328595073983 51.48084107106082_ -0.1542328595073983 51.47977823643564_ -0.1525258741811697 51.47977823643564
128,6.1047716, -0.1525258741811697 51.48084107106082_ -0.1525258741811697 51.481903905685996_ -0.1542328595073983 51.481903905685996_ -0.1542328595073983 51.48084107106082_ -0.1525258741811697 51.48084107106082
129,6.013829, -0.1525258741811697 51.481903905685996_ -0.1525258741811697 51.48296674031118_ -0.1542328595073983 51.48296674031118_ -0.1542328595073983 51.481903905685996_ -0.1525258741811697 51.481903905685996
130,6.175709, -0.1525258741811697 51.48296674031118_ -0.1525258741811697 51.48402957493635_ -0.1542328595073983 51.48402957493635_ -0.1542328595073983 51.48296674031118_ -0.1525258741811697 51.48296674031118
131,6.15267, -0.1525258741811697 51.48402957493635_ -0.1525258741811697 51.48509240956153_ -0.1542328595073983 51.48509240956153_ -0.1542328595073983 51.48402957493635_ -0.1525258741811697 51.48402957493635
132,5.9278736, -0.1525258741811697 51.48509240956153_ -0.1525258741811697 51.486155244186705_ -0.1542328595073983 51.486155244186705_ -0.1542328595073983 51.48509240956153_ -0.1525258741811697 51.48509240956153
133,5.85082, -0.1525258741811697 51.486155244186705_ -0.1525258741811697 51.48721807881188_ -0.1542328595073983 51.48721807881188_ -0.1542328595073983 51.486155244186705_ -0.1525258741811697 51.486155244186705
134,6.010097, -0.1525258741811697 51.48721807881188_ -0.1525258741811697 51.48828091343706_ -0.1542328595073983 51.48828091343706_ -0.1542328595073983 51.48721807881188_ -0.1525258741811697 51.48721807881188
135,6.8214903, -0.1525258741811697 51.48828091343706_ -0.1525258741811697 51.48934374806223_ -0.1542328595073983 51.48934374806223_ -0.1542328595073983 51.48828091343706_ -0.1525258741811697 51.48828091343706
136,6.441534, -0.1525258741811697 51.48934374806223_ -0.1525258741811697 51.49040658268741_ -0.1542328595073983 51.49040658268741_ -0.1542328595073983 51.48934374806223_ -0.1525258741811697 51.48934374806223
137,6.6313677, -0.1525258741811697 51.49040658268741_ -0.1525258741811697 51.49146941731259_ -0.1542328595073983 51.49146941731259_ -0.1542328595073983 51.49040658268741_ -0.1525258741811697 51.49040658268741
138,6.432203, -0.1525258741811697 51.49146941731259_ -0.1525258741811697 51.49253225193777_ -0.1542328595073983 51.49253225193777_ -0.1542328595073983 51.49146941731259_ -0.1525258741811697 51.49146941731259
139,5.999787, -0.1525258741811697 51.49253225193777_ -0.1525258741811697 51.49359508656294_ -0.1542328595073983 51.49359508656294_ -0.1542328595073983 51.49253225193777_ -0.1525258741811697 51.49253225193777
