code,geometry
2907, -0.2242192578827726 51.488015204780766_ -0.2242192578827726 51.48898946985384_ -0.2257839944318155 51.48898946985384_ -0.2257839944318155 51.488015204780766_ -0.2242192578827726 51.488015204780766
2908, -0.2242192578827726 51.48898946985384_ -0.2242192578827726 51.489963734926924_ -0.2257839944318155 51.489963734926924_ -0.2257839944318155 51.48898946985384_ -0.2242192578827726 51.48898946985384
2909, -0.2242192578827726 51.489963734926924_ -0.2242192578827726 51.490938_ -0.2257839944318155 51.490938_ -0.2257839944318155 51.489963734926924_ -0.2242192578827726 51.489963734926924
2910, -0.2242192578827726 51.490938_ -0.2242192578827726 51.491912265073076_ -0.2257839944318155 51.491912265073076_ -0.2257839944318155 51.490938_ -0.2242192578827726 51.490938
2911, -0.2242192578827726 51.491912265073076_ -0.2242192578827726 51.49288653014616_ -0.2257839944318155 51.49288653014616_ -0.2257839944318155 51.491912265073076_ -0.2242192578827726 51.491912265073076
2912, -0.2242192578827726 51.49288653014616_ -0.2242192578827726 51.493860795219234_ -0.2257839944318155 51.493860795219234_ -0.2257839944318155 51.49288653014616_ -0.2242192578827726 51.49288653014616
2913, -0.2242192578827726 51.493860795219234_ -0.2242192578827726 51.49483506029232_ -0.2257839944318155 51.49483506029232_ -0.2257839944318155 51.493860795219234_ -0.2242192578827726 51.493860795219234
2914, -0.2242192578827726 51.49483506029232_ -0.2242192578827726 51.49580932536539_ -0.2257839944318155 51.49580932536539_ -0.2257839944318155 51.49483506029232_ -0.2242192578827726 51.49483506029232
2915, -0.2242192578827726 51.49580932536539_ -0.2242192578827726 51.49678359043847_ -0.2257839944318155 51.49678359043847_ -0.2257839944318155 51.49580932536539_ -0.2242192578827726 51.49580932536539
2916, -0.2242192578827726 51.49678359043847_ -0.2242192578827726 51.49775785551155_ -0.2257839944318155 51.49775785551155_ -0.2257839944318155 51.49678359043847_ -0.2242192578827726 51.49678359043847
2917, -0.2242192578827726 51.49775785551155_ -0.2242192578827726 51.49873212058463_ -0.2257839944318155 51.49873212058463_ -0.2257839944318155 51.49775785551155_ -0.2242192578827726 51.49775785551155
2918, -0.2242192578827726 51.49873212058463_ -0.2242192578827726 51.49970638565771_ -0.2257839944318155 51.49970638565771_ -0.2257839944318155 51.49873212058463_ -0.2242192578827726 51.49873212058463
2919, -0.2242192578827726 51.49970638565771_ -0.2242192578827726 51.500680650730786_ -0.2257839944318155 51.500680650730786_ -0.2257839944318155 51.49970638565771_ -0.2242192578827726 51.49970638565771
2920, -0.2242192578827726 51.500680650730786_ -0.2242192578827726 51.50165491580386_ -0.2257839944318155 51.50165491580386_ -0.2257839944318155 51.500680650730786_ -0.2242192578827726 51.500680650730786
2921, -0.2242192578827726 51.50165491580386_ -0.2242192578827726 51.502629180876944_ -0.2257839944318155 51.502629180876944_ -0.2257839944318155 51.50165491580386_ -0.2242192578827726 51.50165491580386
2922, -0.2242192578827726 51.502629180876944_ -0.2242192578827726 51.50360344595002_ -0.2257839944318155 51.50360344595002_ -0.2257839944318155 51.502629180876944_ -0.2242192578827726 51.502629180876944
2923, -0.2242192578827726 51.50360344595002_ -0.2242192578827726 51.5045777110231_ -0.2257839944318155 51.5045777110231_ -0.2257839944318155 51.50360344595002_ -0.2242192578827726 51.50360344595002
2924, -0.2242192578827726 51.5045777110231_ -0.2242192578827726 51.50555197609618_ -0.2257839944318155 51.50555197609618_ -0.2257839944318155 51.5045777110231_ -0.2242192578827726 51.5045777110231
2925, -0.2242192578827726 51.50555197609618_ -0.2242192578827726 51.506526241169254_ -0.2257839944318155 51.506526241169254_ -0.2257839944318155 51.50555197609618_ -0.2242192578827726 51.50555197609618
2926, -0.2242192578827726 51.506526241169254_ -0.2242192578827726 51.50750050624234_ -0.2257839944318155 51.50750050624234_ -0.2257839944318155 51.506526241169254_ -0.2242192578827726 51.506526241169254
2927, -0.2242192578827726 51.50750050624234_ -0.2242192578827726 51.50847477131541_ -0.2257839944318155 51.50847477131541_ -0.2257839944318155 51.50750050624234_ -0.2242192578827726 51.50750050624234
2928, -0.2242192578827726 51.50847477131541_ -0.2242192578827726 51.509449036388496_ -0.2257839944318155 51.509449036388496_ -0.2257839944318155 51.50847477131541_ -0.2242192578827726 51.50847477131541
2929, -0.2242192578827726 51.509449036388496_ -0.2242192578827726 51.51042330146157_ -0.2257839944318155 51.51042330146157_ -0.2257839944318155 51.509449036388496_ -0.2242192578827726 51.509449036388496
2930, -0.2242192578827726 51.51042330146157_ -0.2242192578827726 51.51139756653465_ -0.2257839944318155 51.51139756653465_ -0.2257839944318155 51.51042330146157_ -0.2242192578827726 51.51042330146157
2931, -0.2242192578827726 51.51139756653465_ -0.2242192578827726 51.51237183160773_ -0.2257839944318155 51.51237183160773_ -0.2257839944318155 51.51139756653465_ -0.2242192578827726 51.51139756653465
2932, -0.2242192578827726 51.51237183160773_ -0.2242192578827726 51.513346096680806_ -0.2257839944318155 51.513346096680806_ -0.2257839944318155 51.51237183160773_ -0.2242192578827726 51.51237183160773
2933, -0.2242192578827726 51.513346096680806_ -0.2242192578827726 51.51432036175389_ -0.2257839944318155 51.51432036175389_ -0.2257839944318155 51.513346096680806_ -0.2242192578827726 51.513346096680806
2934, -0.2242192578827726 51.51432036175389_ -0.2242192578827726 51.515294626826964_ -0.2257839944318155 51.515294626826964_ -0.2257839944318155 51.51432036175389_ -0.2242192578827726 51.51432036175389
2935, -0.2242192578827726 51.515294626826964_ -0.2242192578827726 51.51626889190004_ -0.2257839944318155 51.51626889190004_ -0.2257839944318155 51.515294626826964_ -0.2242192578827726 51.515294626826964
2936, -0.2242192578827726 51.51626889190004_ -0.2242192578827726 51.51724315697312_ -0.2257839944318155 51.51724315697312_ -0.2257839944318155 51.51626889190004_ -0.2242192578827726 51.51626889190004
2937, -0.2242192578827726 51.51724315697312_ -0.2242192578827726 51.5182174220462_ -0.2257839944318155 51.5182174220462_ -0.2257839944318155 51.51724315697312_ -0.2242192578827726 51.51724315697312
2938, -0.2242192578827726 51.5182174220462_ -0.2242192578827726 51.51919168711928_ -0.2257839944318155 51.51919168711928_ -0.2257839944318155 51.5182174220462_ -0.2242192578827726 51.5182174220462
2939, -0.2242192578827726 51.51919168711928_ -0.2242192578827726 51.52016595219236_ -0.2257839944318155 51.52016595219236_ -0.2257839944318155 51.51919168711928_ -0.2242192578827726 51.51919168711928
2940, -0.2257839944318155 51.46171004780764_ -0.2257839944318155 51.46268431288072_ -0.2273487309808584 51.46268431288072_ -0.2273487309808584 51.46171004780764_ -0.2257839944318155 51.46171004780764
2941, -0.2257839944318155 51.46268431288072_ -0.2257839944318155 51.4636585779538_ -0.2273487309808584 51.4636585779538_ -0.2273487309808584 51.46268431288072_ -0.2257839944318155 51.46268431288072
2942, -0.2257839944318155 51.4636585779538_ -0.2257839944318155 51.46463284302688_ -0.2273487309808584 51.46463284302688_ -0.2273487309808584 51.4636585779538_ -0.2257839944318155 51.4636585779538
2943, -0.2257839944318155 51.46463284302688_ -0.2257839944318155 51.46560710809996_ -0.2273487309808584 51.46560710809996_ -0.2273487309808584 51.46463284302688_ -0.2257839944318155 51.46463284302688
2944, -0.2257839944318155 51.46560710809996_ -0.2257839944318155 51.466581373173035_ -0.2273487309808584 51.466581373173035_ -0.2273487309808584 51.46560710809996_ -0.2257839944318155 51.46560710809996
2945, -0.2257839944318155 51.466581373173035_ -0.2257839944318155 51.46755563824611_ -0.2273487309808584 51.46755563824611_ -0.2273487309808584 51.466581373173035_ -0.2257839944318155 51.466581373173035
2946, -0.2257839944318155 51.46755563824611_ -0.2257839944318155 51.468529903319194_ -0.2273487309808584 51.468529903319194_ -0.2273487309808584 51.46755563824611_ -0.2257839944318155 51.46755563824611
2947, -0.2257839944318155 51.468529903319194_ -0.2257839944318155 51.46950416839227_ -0.2273487309808584 51.46950416839227_ -0.2273487309808584 51.468529903319194_ -0.2257839944318155 51.468529903319194
2948, -0.2257839944318155 51.46950416839227_ -0.2257839944318155 51.47047843346535_ -0.2273487309808584 51.47047843346535_ -0.2273487309808584 51.46950416839227_ -0.2257839944318155 51.46950416839227
2949, -0.2257839944318155 51.47047843346535_ -0.2257839944318155 51.47145269853843_ -0.2273487309808584 51.47145269853843_ -0.2273487309808584 51.47047843346535_ -0.2257839944318155 51.47047843346535
2950, -0.2257839944318155 51.47145269853843_ -0.2257839944318155 51.472426963611504_ -0.2273487309808584 51.472426963611504_ -0.2273487309808584 51.47145269853843_ -0.2257839944318155 51.47145269853843
2951, -0.2257839944318155 51.472426963611504_ -0.2257839944318155 51.47340122868459_ -0.2273487309808584 51.47340122868459_ -0.2273487309808584 51.472426963611504_ -0.2257839944318155 51.472426963611504
2952, -0.2257839944318155 51.47340122868459_ -0.2257839944318155 51.47437549375766_ -0.2273487309808584 51.47437549375766_ -0.2273487309808584 51.47340122868459_ -0.2257839944318155 51.47340122868459
2953, -0.2257839944318155 51.47437549375766_ -0.2257839944318155 51.475349758830745_ -0.2273487309808584 51.475349758830745_ -0.2273487309808584 51.47437549375766_ -0.2257839944318155 51.47437549375766
2954, -0.2257839944318155 51.475349758830745_ -0.2257839944318155 51.47632402390382_ -0.2273487309808584 51.47632402390382_ -0.2273487309808584 51.475349758830745_ -0.2257839944318155 51.475349758830745
2955, -0.2257839944318155 51.47632402390382_ -0.2257839944318155 51.4772982889769_ -0.2273487309808584 51.4772982889769_ -0.2273487309808584 51.47632402390382_ -0.2257839944318155 51.47632402390382
2956, -0.2257839944318155 51.4772982889769_ -0.2257839944318155 51.47827255404998_ -0.2273487309808584 51.47827255404998_ -0.2273487309808584 51.4772982889769_ -0.2257839944318155 51.4772982889769
2957, -0.2257839944318155 51.47827255404998_ -0.2257839944318155 51.479246819123055_ -0.2273487309808584 51.479246819123055_ -0.2273487309808584 51.47827255404998_ -0.2257839944318155 51.47827255404998
2958, -0.2257839944318155 51.479246819123055_ -0.2257839944318155 51.48022108419614_ -0.2273487309808584 51.48022108419614_ -0.2273487309808584 51.479246819123055_ -0.2257839944318155 51.479246819123055
2959, -0.2257839944318155 51.48022108419614_ -0.2257839944318155 51.481195349269214_ -0.2273487309808584 51.481195349269214_ -0.2273487309808584 51.48022108419614_ -0.2257839944318155 51.48022108419614
2960, -0.2257839944318155 51.481195349269214_ -0.2257839944318155 51.48216961434229_ -0.2273487309808584 51.48216961434229_ -0.2273487309808584 51.481195349269214_ -0.2257839944318155 51.481195349269214
2961, -0.2257839944318155 51.48216961434229_ -0.2257839944318155 51.48314387941537_ -0.2273487309808584 51.48314387941537_ -0.2273487309808584 51.48216961434229_ -0.2257839944318155 51.48216961434229
2962, -0.2257839944318155 51.48314387941537_ -0.2257839944318155 51.48411814448845_ -0.2273487309808584 51.48411814448845_ -0.2273487309808584 51.48314387941537_ -0.2257839944318155 51.48314387941537
2963, -0.2257839944318155 51.48411814448845_ -0.2257839944318155 51.48509240956153_ -0.2273487309808584 51.48509240956153_ -0.2273487309808584 51.48411814448845_ -0.2257839944318155 51.48411814448845
2964, -0.2257839944318155 51.48509240956153_ -0.2257839944318155 51.48606667463461_ -0.2273487309808584 51.48606667463461_ -0.2273487309808584 51.48509240956153_ -0.2257839944318155 51.48509240956153
2965, -0.2257839944318155 51.48606667463461_ -0.2257839944318155 51.48704093970768_ -0.2273487309808584 51.48704093970768_ -0.2273487309808584 51.48606667463461_ -0.2257839944318155 51.48606667463461
2966, -0.2257839944318155 51.48704093970768_ -0.2257839944318155 51.488015204780766_ -0.2273487309808584 51.488015204780766_ -0.2273487309808584 51.48704093970768_ -0.2257839944318155 51.48704093970768
2967, -0.2257839944318155 51.488015204780766_ -0.2257839944318155 51.48898946985384_ -0.2273487309808584 51.48898946985384_ -0.2273487309808584 51.488015204780766_ -0.2257839944318155 51.488015204780766
2968, -0.2257839944318155 51.48898946985384_ -0.2257839944318155 51.489963734926924_ -0.2273487309808584 51.489963734926924_ -0.2273487309808584 51.48898946985384_ -0.2257839944318155 51.48898946985384
2969, -0.2257839944318155 51.489963734926924_ -0.2257839944318155 51.490938_ -0.2273487309808584 51.490938_ -0.2273487309808584 51.489963734926924_ -0.2257839944318155 51.489963734926924
2970, -0.2257839944318155 51.490938_ -0.2257839944318155 51.491912265073076_ -0.2273487309808584 51.491912265073076_ -0.2273487309808584 51.490938_ -0.2257839944318155 51.490938
2971, -0.2257839944318155 51.491912265073076_ -0.2257839944318155 51.49288653014616_ -0.2273487309808584 51.49288653014616_ -0.2273487309808584 51.491912265073076_ -0.2257839944318155 51.491912265073076
2972, -0.2257839944318155 51.49288653014616_ -0.2257839944318155 51.493860795219234_ -0.2273487309808584 51.493860795219234_ -0.2273487309808584 51.49288653014616_ -0.2257839944318155 51.49288653014616
2973, -0.2257839944318155 51.493860795219234_ -0.2257839944318155 51.49483506029232_ -0.2273487309808584 51.49483506029232_ -0.2273487309808584 51.493860795219234_ -0.2257839944318155 51.493860795219234
2974, -0.2257839944318155 51.49483506029232_ -0.2257839944318155 51.49580932536539_ -0.2273487309808584 51.49580932536539_ -0.2273487309808584 51.49483506029232_ -0.2257839944318155 51.49483506029232
2975, -0.2257839944318155 51.49580932536539_ -0.2257839944318155 51.49678359043847_ -0.2273487309808584 51.49678359043847_ -0.2273487309808584 51.49580932536539_ -0.2257839944318155 51.49580932536539
2976, -0.2257839944318155 51.49678359043847_ -0.2257839944318155 51.49775785551155_ -0.2273487309808584 51.49775785551155_ -0.2273487309808584 51.49678359043847_ -0.2257839944318155 51.49678359043847
2977, -0.2257839944318155 51.49775785551155_ -0.2257839944318155 51.49873212058463_ -0.2273487309808584 51.49873212058463_ -0.2273487309808584 51.49775785551155_ -0.2257839944318155 51.49775785551155
2978, -0.2257839944318155 51.49873212058463_ -0.2257839944318155 51.49970638565771_ -0.2273487309808584 51.49970638565771_ -0.2273487309808584 51.49873212058463_ -0.2257839944318155 51.49873212058463
2979, -0.2257839944318155 51.49970638565771_ -0.2257839944318155 51.500680650730786_ -0.2273487309808584 51.500680650730786_ -0.2273487309808584 51.49970638565771_ -0.2257839944318155 51.49970638565771
2980, -0.2257839944318155 51.500680650730786_ -0.2257839944318155 51.50165491580386_ -0.2273487309808584 51.50165491580386_ -0.2273487309808584 51.500680650730786_ -0.2257839944318155 51.500680650730786
2981, -0.2257839944318155 51.50165491580386_ -0.2257839944318155 51.502629180876944_ -0.2273487309808584 51.502629180876944_ -0.2273487309808584 51.50165491580386_ -0.2257839944318155 51.50165491580386
2982, -0.2257839944318155 51.502629180876944_ -0.2257839944318155 51.50360344595002_ -0.2273487309808584 51.50360344595002_ -0.2273487309808584 51.502629180876944_ -0.2257839944318155 51.502629180876944
2983, -0.2257839944318155 51.50360344595002_ -0.2257839944318155 51.5045777110231_ -0.2273487309808584 51.5045777110231_ -0.2273487309808584 51.50360344595002_ -0.2257839944318155 51.50360344595002
2984, -0.2257839944318155 51.5045777110231_ -0.2257839944318155 51.50555197609618_ -0.2273487309808584 51.50555197609618_ -0.2273487309808584 51.5045777110231_ -0.2257839944318155 51.5045777110231
2985, -0.2257839944318155 51.50555197609618_ -0.2257839944318155 51.506526241169254_ -0.2273487309808584 51.506526241169254_ -0.2273487309808584 51.50555197609618_ -0.2257839944318155 51.50555197609618
2986, -0.2257839944318155 51.506526241169254_ -0.2257839944318155 51.50750050624234_ -0.2273487309808584 51.50750050624234_ -0.2273487309808584 51.506526241169254_ -0.2257839944318155 51.506526241169254
2987, -0.2257839944318155 51.50750050624234_ -0.2257839944318155 51.50847477131541_ -0.2273487309808584 51.50847477131541_ -0.2273487309808584 51.50750050624234_ -0.2257839944318155 51.50750050624234
