code,predicted_pm2.5,geometry
242,3.941897, -0.140030627516333 51.46937636941356_ -0.140030627516333 51.47095018222392_ -0.1425586541223092 51.47095018222392_ -0.1425586541223092 51.46937636941356_ -0.140030627516333 51.46937636941356
243,3.8793676, -0.140030627516333 51.47095018222392_ -0.140030627516333 51.47252399503428_ -0.1425586541223092 51.47252399503428_ -0.1425586541223092 51.47095018222392_ -0.140030627516333 51.47095018222392
244,3.8270051, -0.140030627516333 51.47252399503428_ -0.140030627516333 51.474097807844636_ -0.1425586541223092 51.474097807844636_ -0.1425586541223092 51.47252399503428_ -0.140030627516333 51.47252399503428
245,3.7823343, -0.140030627516333 51.474097807844636_ -0.140030627516333 51.47567162065499_ -0.1425586541223092 51.47567162065499_ -0.1425586541223092 51.474097807844636_ -0.140030627516333 51.474097807844636
246,3.773095, -0.140030627516333 51.47567162065499_ -0.140030627516333 51.47724543346535_ -0.1425586541223092 51.47724543346535_ -0.1425586541223092 51.47567162065499_ -0.140030627516333 51.47567162065499
247,3.7764657, -0.140030627516333 51.47724543346535_ -0.140030627516333 51.47881924627571_ -0.1425586541223092 51.47881924627571_ -0.1425586541223092 51.47724543346535_ -0.140030627516333 51.47724543346535
248,3.8332047, -0.140030627516333 51.47881924627571_ -0.140030627516333 51.48039305908607_ -0.1425586541223092 51.48039305908607_ -0.1425586541223092 51.47881924627571_ -0.140030627516333 51.47881924627571
249,3.8291771, -0.140030627516333 51.48039305908607_ -0.140030627516333 51.481966871896425_ -0.1425586541223092 51.481966871896425_ -0.1425586541223092 51.48039305908607_ -0.140030627516333 51.48039305908607
250,3.8478358, -0.140030627516333 51.481966871896425_ -0.140030627516333 51.48354068470678_ -0.1425586541223092 51.48354068470678_ -0.1425586541223092 51.481966871896425_ -0.140030627516333 51.481966871896425
251,3.8228083, -0.140030627516333 51.48354068470678_ -0.140030627516333 51.48511449751714_ -0.1425586541223092 51.48511449751714_ -0.1425586541223092 51.48354068470678_ -0.140030627516333 51.48354068470678
252,3.824603, -0.140030627516333 51.48511449751714_ -0.140030627516333 51.4866883103275_ -0.1425586541223092 51.4866883103275_ -0.1425586541223092 51.48511449751714_ -0.140030627516333 51.48511449751714
253,3.8178961, -0.140030627516333 51.4866883103275_ -0.140030627516333 51.48826212313786_ -0.1425586541223092 51.48826212313786_ -0.1425586541223092 51.4866883103275_ -0.140030627516333 51.4866883103275
254,3.8138006, -0.140030627516333 51.48826212313786_ -0.140030627516333 51.489835935948214_ -0.1425586541223092 51.489835935948214_ -0.1425586541223092 51.48826212313786_ -0.140030627516333 51.48826212313786
255,3.7925334, -0.140030627516333 51.489835935948214_ -0.140030627516333 51.49140974875857_ -0.1425586541223092 51.49140974875857_ -0.1425586541223092 51.489835935948214_ -0.140030627516333 51.489835935948214
256,3.7663157, -0.140030627516333 51.49140974875857_ -0.140030627516333 51.49298356156893_ -0.1425586541223092 51.49298356156893_ -0.1425586541223092 51.49140974875857_ -0.140030627516333 51.49140974875857
257,3.7731395, -0.140030627516333 51.49298356156893_ -0.140030627516333 51.49455737437929_ -0.1425586541223092 51.49455737437929_ -0.1425586541223092 51.49298356156893_ -0.140030627516333 51.49298356156893
258,3.780688, -0.140030627516333 51.49455737437929_ -0.140030627516333 51.49613118718965_ -0.1425586541223092 51.49613118718965_ -0.1425586541223092 51.49455737437929_ -0.140030627516333 51.49455737437929
259,3.7745724, -0.140030627516333 51.49613118718965_ -0.140030627516333 51.497705_ -0.1425586541223092 51.497705_ -0.1425586541223092 51.49613118718965_ -0.140030627516333 51.49613118718965
260,3.7614386, -0.140030627516333 51.497705_ -0.140030627516333 51.49927881281036_ -0.1425586541223092 51.49927881281036_ -0.1425586541223092 51.497705_ -0.140030627516333 51.497705
261,3.7804725, -0.140030627516333 51.49927881281036_ -0.140030627516333 51.500852625620716_ -0.1425586541223092 51.500852625620716_ -0.1425586541223092 51.49927881281036_ -0.140030627516333 51.49927881281036
262,3.863472, -0.140030627516333 51.500852625620716_ -0.140030627516333 51.50242643843108_ -0.1425586541223092 51.50242643843108_ -0.1425586541223092 51.500852625620716_ -0.140030627516333 51.500852625620716
263,3.9321964, -0.140030627516333 51.50242643843108_ -0.140030627516333 51.504000251241436_ -0.1425586541223092 51.504000251241436_ -0.1425586541223092 51.50242643843108_ -0.140030627516333 51.50242643843108
264,3.917491, -0.140030627516333 51.504000251241436_ -0.140030627516333 51.50557406405179_ -0.1425586541223092 51.50557406405179_ -0.1425586541223092 51.504000251241436_ -0.140030627516333 51.504000251241436
265,3.9019673, -0.140030627516333 51.50557406405179_ -0.140030627516333 51.50714787686215_ -0.1425586541223092 51.50714787686215_ -0.1425586541223092 51.50557406405179_ -0.140030627516333 51.50557406405179
266,3.8409677, -0.140030627516333 51.50714787686215_ -0.140030627516333 51.508721689672505_ -0.1425586541223092 51.508721689672505_ -0.1425586541223092 51.50714787686215_ -0.140030627516333 51.50714787686215
267,3.8538432, -0.140030627516333 51.508721689672505_ -0.140030627516333 51.51029550248287_ -0.1425586541223092 51.51029550248287_ -0.1425586541223092 51.508721689672505_ -0.140030627516333 51.508721689672505
268,3.8780334, -0.140030627516333 51.51029550248287_ -0.140030627516333 51.511869315293225_ -0.1425586541223092 51.511869315293225_ -0.1425586541223092 51.51029550248287_ -0.140030627516333 51.51029550248287
269,3.8949249, -0.140030627516333 51.511869315293225_ -0.140030627516333 51.51344312810358_ -0.1425586541223092 51.51344312810358_ -0.1425586541223092 51.511869315293225_ -0.140030627516333 51.511869315293225
270,3.8977516, -0.140030627516333 51.51344312810358_ -0.140030627516333 51.51501694091394_ -0.1425586541223092 51.51501694091394_ -0.1425586541223092 51.51344312810358_ -0.140030627516333 51.51344312810358
271,3.872247, -0.140030627516333 51.51501694091394_ -0.140030627516333 51.516590753724294_ -0.1425586541223092 51.516590753724294_ -0.1425586541223092 51.51501694091394_ -0.140030627516333 51.51501694091394
272,3.8592181, -0.140030627516333 51.516590753724294_ -0.140030627516333 51.51816456653466_ -0.1425586541223092 51.51816456653466_ -0.1425586541223092 51.516590753724294_ -0.140030627516333 51.516590753724294
273,3.8468153, -0.140030627516333 51.51816456653466_ -0.140030627516333 51.519738379345014_ -0.1425586541223092 51.519738379345014_ -0.1425586541223092 51.51816456653466_ -0.140030627516333 51.51816456653466
274,3.8510602, -0.140030627516333 51.519738379345014_ -0.140030627516333 51.52131219215537_ -0.1425586541223092 51.52131219215537_ -0.1425586541223092 51.519738379345014_ -0.140030627516333 51.519738379345014
275,3.8418684, -0.140030627516333 51.52131219215537_ -0.140030627516333 51.52288600496573_ -0.1425586541223092 51.52288600496573_ -0.1425586541223092 51.52131219215537_ -0.140030627516333 51.52131219215537
276,3.8474028, -0.140030627516333 51.52288600496573_ -0.140030627516333 51.52445981777608_ -0.1425586541223092 51.52445981777608_ -0.1425586541223092 51.52288600496573_ -0.140030627516333 51.52288600496573
277,3.8550987, -0.140030627516333 51.52445981777608_ -0.140030627516333 51.52603363058645_ -0.1425586541223092 51.52603363058645_ -0.1425586541223092 51.52445981777608_ -0.140030627516333 51.52445981777608
278,3.9654925, -0.140030627516333 51.52603363058645_ -0.140030627516333 51.5276074433968_ -0.1425586541223092 51.5276074433968_ -0.1425586541223092 51.52603363058645_ -0.140030627516333 51.52603363058645
279,3.9607515, -0.140030627516333 51.5276074433968_ -0.140030627516333 51.52918125620716_ -0.1425586541223092 51.52918125620716_ -0.1425586541223092 51.5276074433968_ -0.140030627516333 51.5276074433968
280,3.995436, -0.1425586541223092 51.46622874379285_ -0.1425586541223092 51.4678025566032_ -0.1450866807282854 51.4678025566032_ -0.1450866807282854 51.46622874379285_ -0.1425586541223092 51.46622874379285
281,3.7863004, -0.1425586541223092 51.4678025566032_ -0.1425586541223092 51.46937636941356_ -0.1450866807282854 51.46937636941356_ -0.1450866807282854 51.4678025566032_ -0.1425586541223092 51.4678025566032
282,3.776744, -0.1425586541223092 51.46937636941356_ -0.1425586541223092 51.47095018222392_ -0.1450866807282854 51.47095018222392_ -0.1450866807282854 51.46937636941356_ -0.1425586541223092 51.46937636941356
283,3.7648242, -0.1425586541223092 51.47095018222392_ -0.1425586541223092 51.47252399503428_ -0.1450866807282854 51.47252399503428_ -0.1450866807282854 51.47095018222392_ -0.1425586541223092 51.47095018222392
284,3.7664502, -0.1425586541223092 51.47252399503428_ -0.1425586541223092 51.474097807844636_ -0.1450866807282854 51.474097807844636_ -0.1450866807282854 51.47252399503428_ -0.1425586541223092 51.47252399503428
285,3.7692788, -0.1425586541223092 51.474097807844636_ -0.1425586541223092 51.47567162065499_ -0.1450866807282854 51.47567162065499_ -0.1450866807282854 51.474097807844636_ -0.1425586541223092 51.474097807844636
286,3.7995152, -0.1425586541223092 51.47567162065499_ -0.1425586541223092 51.47724543346535_ -0.1450866807282854 51.47724543346535_ -0.1450866807282854 51.47567162065499_ -0.1425586541223092 51.47567162065499
287,3.7943485, -0.1425586541223092 51.47724543346535_ -0.1425586541223092 51.47881924627571_ -0.1450866807282854 51.47881924627571_ -0.1450866807282854 51.47724543346535_ -0.1425586541223092 51.47724543346535
288,3.8332844, -0.1425586541223092 51.47881924627571_ -0.1425586541223092 51.48039305908607_ -0.1450866807282854 51.48039305908607_ -0.1450866807282854 51.47881924627571_ -0.1425586541223092 51.47881924627571
289,3.8197587, -0.1425586541223092 51.48039305908607_ -0.1425586541223092 51.481966871896425_ -0.1450866807282854 51.481966871896425_ -0.1450866807282854 51.48039305908607_ -0.1425586541223092 51.48039305908607
290,3.8018422, -0.1425586541223092 51.481966871896425_ -0.1425586541223092 51.48354068470678_ -0.1450866807282854 51.48354068470678_ -0.1450866807282854 51.481966871896425_ -0.1425586541223092 51.481966871896425
291,3.783137, -0.1425586541223092 51.48354068470678_ -0.1425586541223092 51.48511449751714_ -0.1450866807282854 51.48511449751714_ -0.1450866807282854 51.48354068470678_ -0.1425586541223092 51.48354068470678
292,3.8137233, -0.1425586541223092 51.48511449751714_ -0.1425586541223092 51.4866883103275_ -0.1450866807282854 51.4866883103275_ -0.1450866807282854 51.48511449751714_ -0.1425586541223092 51.48511449751714
293,3.8204222, -0.1425586541223092 51.4866883103275_ -0.1425586541223092 51.48826212313786_ -0.1450866807282854 51.48826212313786_ -0.1450866807282854 51.4866883103275_ -0.1425586541223092 51.4866883103275
294,3.8219209, -0.1425586541223092 51.48826212313786_ -0.1425586541223092 51.489835935948214_ -0.1450866807282854 51.489835935948214_ -0.1450866807282854 51.48826212313786_ -0.1425586541223092 51.48826212313786
295,3.8028271, -0.1425586541223092 51.489835935948214_ -0.1425586541223092 51.49140974875857_ -0.1450866807282854 51.49140974875857_ -0.1450866807282854 51.489835935948214_ -0.1425586541223092 51.489835935948214
296,3.7694101, -0.1425586541223092 51.49140974875857_ -0.1425586541223092 51.49298356156893_ -0.1450866807282854 51.49298356156893_ -0.1450866807282854 51.49140974875857_ -0.1425586541223092 51.49140974875857
297,3.7837472, -0.1425586541223092 51.49298356156893_ -0.1425586541223092 51.49455737437929_ -0.1450866807282854 51.49455737437929_ -0.1450866807282854 51.49298356156893_ -0.1425586541223092 51.49298356156893
298,3.7844965, -0.1425586541223092 51.49455737437929_ -0.1425586541223092 51.49613118718965_ -0.1450866807282854 51.49613118718965_ -0.1450866807282854 51.49455737437929_ -0.1425586541223092 51.49455737437929
299,3.7800405, -0.1425586541223092 51.49613118718965_ -0.1425586541223092 51.497705_ -0.1450866807282854 51.497705_ -0.1450866807282854 51.49613118718965_ -0.1425586541223092 51.49613118718965
300,3.7874343, -0.1425586541223092 51.497705_ -0.1425586541223092 51.49927881281036_ -0.1450866807282854 51.49927881281036_ -0.1450866807282854 51.497705_ -0.1425586541223092 51.497705
301,3.8291407, -0.1425586541223092 51.49927881281036_ -0.1425586541223092 51.500852625620716_ -0.1450866807282854 51.500852625620716_ -0.1450866807282854 51.49927881281036_ -0.1425586541223092 51.49927881281036
302,3.878971, -0.1425586541223092 51.500852625620716_ -0.1425586541223092 51.50242643843108_ -0.1450866807282854 51.50242643843108_ -0.1450866807282854 51.500852625620716_ -0.1425586541223092 51.500852625620716
303,3.9605088, -0.1425586541223092 51.50242643843108_ -0.1425586541223092 51.504000251241436_ -0.1450866807282854 51.504000251241436_ -0.1450866807282854 51.50242643843108_ -0.1425586541223092 51.50242643843108
304,3.9525452, -0.1425586541223092 51.504000251241436_ -0.1425586541223092 51.50557406405179_ -0.1450866807282854 51.50557406405179_ -0.1450866807282854 51.504000251241436_ -0.1425586541223092 51.504000251241436
305,3.9392369, -0.1425586541223092 51.50557406405179_ -0.1425586541223092 51.50714787686215_ -0.1450866807282854 51.50714787686215_ -0.1450866807282854 51.50557406405179_ -0.1425586541223092 51.50557406405179
306,3.8711183, -0.1425586541223092 51.50714787686215_ -0.1425586541223092 51.508721689672505_ -0.1450866807282854 51.508721689672505_ -0.1450866807282854 51.50714787686215_ -0.1425586541223092 51.50714787686215
307,3.869315, -0.1425586541223092 51.508721689672505_ -0.1425586541223092 51.51029550248287_ -0.1450866807282854 51.51029550248287_ -0.1450866807282854 51.508721689672505_ -0.1425586541223092 51.508721689672505
308,3.9065015, -0.1425586541223092 51.51029550248287_ -0.1425586541223092 51.511869315293225_ -0.1450866807282854 51.511869315293225_ -0.1450866807282854 51.51029550248287_ -0.1425586541223092 51.51029550248287
309,3.9204817, -0.1425586541223092 51.511869315293225_ -0.1425586541223092 51.51344312810358_ -0.1450866807282854 51.51344312810358_ -0.1450866807282854 51.511869315293225_ -0.1425586541223092 51.511869315293225
310,3.9506695, -0.1425586541223092 51.51344312810358_ -0.1425586541223092 51.51501694091394_ -0.1450866807282854 51.51501694091394_ -0.1450866807282854 51.51344312810358_ -0.1425586541223092 51.51344312810358
311,3.90294, -0.1425586541223092 51.51501694091394_ -0.1425586541223092 51.516590753724294_ -0.1450866807282854 51.516590753724294_ -0.1450866807282854 51.51501694091394_ -0.1425586541223092 51.51501694091394
312,3.8991876, -0.1425586541223092 51.516590753724294_ -0.1425586541223092 51.51816456653466_ -0.1450866807282854 51.51816456653466_ -0.1450866807282854 51.516590753724294_ -0.1425586541223092 51.516590753724294
313,3.9140341, -0.1425586541223092 51.51816456653466_ -0.1425586541223092 51.519738379345014_ -0.1450866807282854 51.519738379345014_ -0.1450866807282854 51.51816456653466_ -0.1425586541223092 51.51816456653466
314,3.9479692, -0.1425586541223092 51.519738379345014_ -0.1425586541223092 51.52131219215537_ -0.1450866807282854 51.52131219215537_ -0.1450866807282854 51.519738379345014_ -0.1425586541223092 51.519738379345014
315,3.8955705, -0.1425586541223092 51.52131219215537_ -0.1425586541223092 51.52288600496573_ -0.1450866807282854 51.52288600496573_ -0.1450866807282854 51.52131219215537_ -0.1425586541223092 51.52131219215537
316,3.9312818, -0.1425586541223092 51.52288600496573_ -0.1425586541223092 51.52445981777608_ -0.1450866807282854 51.52445981777608_ -0.1450866807282854 51.52288600496573_ -0.1425586541223092 51.52288600496573
317,3.9634438, -0.1425586541223092 51.52445981777608_ -0.1425586541223092 51.52603363058645_ -0.1450866807282854 51.52603363058645_ -0.1450866807282854 51.52445981777608_ -0.1425586541223092 51.52445981777608
318,3.9723673, -0.1425586541223092 51.52603363058645_ -0.1425586541223092 51.5276074433968_ -0.1450866807282854 51.5276074433968_ -0.1450866807282854 51.52603363058645_ -0.1425586541223092 51.52603363058645
319,3.9647362, -0.1425586541223092 51.5276074433968_ -0.1425586541223092 51.52918125620716_ -0.1450866807282854 51.52918125620716_ -0.1450866807282854 51.5276074433968_ -0.1425586541223092 51.5276074433968
320,5.0177426, -0.1450866807282854 51.46622874379285_ -0.1450866807282854 51.4678025566032_ -0.1476147073342616 51.4678025566032_ -0.1476147073342616 51.46622874379285_ -0.1450866807282854 51.46622874379285
321,4.9017344, -0.1450866807282854 51.4678025566032_ -0.1450866807282854 51.46937636941356_ -0.1476147073342616 51.46937636941356_ -0.1476147073342616 51.4678025566032_ -0.1450866807282854 51.4678025566032
322,4.871674, -0.1450866807282854 51.46937636941356_ -0.1450866807282854 51.47095018222392_ -0.1476147073342616 51.47095018222392_ -0.1476147073342616 51.46937636941356_ -0.1450866807282854 51.46937636941356
323,4.8075314, -0.1450866807282854 51.47095018222392_ -0.1450866807282854 51.47252399503428_ -0.1476147073342616 51.47252399503428_ -0.1476147073342616 51.47095018222392_ -0.1450866807282854 51.47095018222392
324,4.7469544, -0.1450866807282854 51.47252399503428_ -0.1450866807282854 51.474097807844636_ -0.1476147073342616 51.474097807844636_ -0.1476147073342616 51.47252399503428_ -0.1450866807282854 51.47252399503428
325,4.588447, -0.1450866807282854 51.474097807844636_ -0.1450866807282854 51.47567162065499_ -0.1476147073342616 51.47567162065499_ -0.1476147073342616 51.474097807844636_ -0.1450866807282854 51.474097807844636
326,4.535234, -0.1450866807282854 51.47567162065499_ -0.1450866807282854 51.47724543346535_ -0.1476147073342616 51.47724543346535_ -0.1476147073342616 51.47567162065499_ -0.1450866807282854 51.47567162065499
327,3.7899714, -0.1450866807282854 51.47724543346535_ -0.1450866807282854 51.47881924627571_ -0.1476147073342616 51.47881924627571_ -0.1476147073342616 51.47724543346535_ -0.1450866807282854 51.47724543346535
328,3.8084428, -0.1450866807282854 51.47881924627571_ -0.1450866807282854 51.48039305908607_ -0.1476147073342616 51.48039305908607_ -0.1476147073342616 51.47881924627571_ -0.1450866807282854 51.47881924627571
329,3.7907557, -0.1450866807282854 51.48039305908607_ -0.1450866807282854 51.481966871896425_ -0.1476147073342616 51.481966871896425_ -0.1476147073342616 51.48039305908607_ -0.1450866807282854 51.48039305908607
330,3.778785, -0.1450866807282854 51.481966871896425_ -0.1450866807282854 51.48354068470678_ -0.1476147073342616 51.48354068470678_ -0.1476147073342616 51.481966871896425_ -0.1450866807282854 51.481966871896425
331,3.7638922, -0.1450866807282854 51.48354068470678_ -0.1450866807282854 51.48511449751714_ -0.1476147073342616 51.48511449751714_ -0.1476147073342616 51.48354068470678_ -0.1450866807282854 51.48354068470678
332,3.7726076, -0.1450866807282854 51.48511449751714_ -0.1450866807282854 51.4866883103275_ -0.1476147073342616 51.4866883103275_ -0.1476147073342616 51.48511449751714_ -0.1450866807282854 51.48511449751714
333,3.779697, -0.1450866807282854 51.4866883103275_ -0.1450866807282854 51.48826212313786_ -0.1476147073342616 51.48826212313786_ -0.1476147073342616 51.4866883103275_ -0.1450866807282854 51.4866883103275
334,3.7976787, -0.1450866807282854 51.48826212313786_ -0.1450866807282854 51.489835935948214_ -0.1476147073342616 51.489835935948214_ -0.1476147073342616 51.48826212313786_ -0.1450866807282854 51.48826212313786
335,3.7877257, -0.1450866807282854 51.489835935948214_ -0.1450866807282854 51.49140974875857_ -0.1476147073342616 51.49140974875857_ -0.1476147073342616 51.489835935948214_ -0.1450866807282854 51.489835935948214
336,3.7719367, -0.1450866807282854 51.49140974875857_ -0.1450866807282854 51.49298356156893_ -0.1476147073342616 51.49298356156893_ -0.1476147073342616 51.49140974875857_ -0.1450866807282854 51.49140974875857
337,3.7852058, -0.1450866807282854 51.49298356156893_ -0.1450866807282854 51.49455737437929_ -0.1476147073342616 51.49455737437929_ -0.1476147073342616 51.49298356156893_ -0.1450866807282854 51.49298356156893
338,3.7902443, -0.1450866807282854 51.49455737437929_ -0.1450866807282854 51.49613118718965_ -0.1476147073342616 51.49613118718965_ -0.1476147073342616 51.49455737437929_ -0.1450866807282854 51.49455737437929
339,3.788241, -0.1450866807282854 51.49613118718965_ -0.1450866807282854 51.497705_ -0.1476147073342616 51.497705_ -0.1476147073342616 51.49613118718965_ -0.1450866807282854 51.49613118718965
340,3.771489, -0.1450866807282854 51.497705_ -0.1450866807282854 51.49927881281036_ -0.1476147073342616 51.49927881281036_ -0.1476147073342616 51.497705_ -0.1450866807282854 51.497705
341,3.7922812, -0.1450866807282854 51.49927881281036_ -0.1450866807282854 51.500852625620716_ -0.1476147073342616 51.500852625620716_ -0.1476147073342616 51.49927881281036_ -0.1450866807282854 51.49927881281036
342,3.8277931, -0.1450866807282854 51.500852625620716_ -0.1450866807282854 51.50242643843108_ -0.1476147073342616 51.50242643843108_ -0.1476147073342616 51.500852625620716_ -0.1450866807282854 51.500852625620716
343,3.828932, -0.1450866807282854 51.50242643843108_ -0.1450866807282854 51.504000251241436_ -0.1476147073342616 51.504000251241436_ -0.1476147073342616 51.50242643843108_ -0.1450866807282854 51.50242643843108
344,3.8943045, -0.1450866807282854 51.504000251241436_ -0.1450866807282854 51.50557406405179_ -0.1476147073342616 51.50557406405179_ -0.1476147073342616 51.504000251241436_ -0.1450866807282854 51.504000251241436
345,3.8993037, -0.1450866807282854 51.50557406405179_ -0.1450866807282854 51.50714787686215_ -0.1476147073342616 51.50714787686215_ -0.1476147073342616 51.50557406405179_ -0.1450866807282854 51.50557406405179
346,3.8736017, -0.1450866807282854 51.50714787686215_ -0.1450866807282854 51.508721689672505_ -0.1476147073342616 51.508721689672505_ -0.1476147073342616 51.50714787686215_ -0.1450866807282854 51.50714787686215
347,3.8887649, -0.1450866807282854 51.508721689672505_ -0.1450866807282854 51.51029550248287_ -0.1476147073342616 51.51029550248287_ -0.1476147073342616 51.508721689672505_ -0.1450866807282854 51.508721689672505
348,3.9188242, -0.1450866807282854 51.51029550248287_ -0.1450866807282854 51.511869315293225_ -0.1476147073342616 51.511869315293225_ -0.1476147073342616 51.51029550248287_ -0.1450866807282854 51.51029550248287
349,3.9331207, -0.1450866807282854 51.511869315293225_ -0.1450866807282854 51.51344312810358_ -0.1476147073342616 51.51344312810358_ -0.1476147073342616 51.511869315293225_ -0.1450866807282854 51.511869315293225
350,3.9756153, -0.1450866807282854 51.51344312810358_ -0.1450866807282854 51.51501694091394_ -0.1476147073342616 51.51501694091394_ -0.1476147073342616 51.51344312810358_ -0.1450866807282854 51.51344312810358
351,3.9310215, -0.1450866807282854 51.51501694091394_ -0.1450866807282854 51.516590753724294_ -0.1476147073342616 51.516590753724294_ -0.1476147073342616 51.51501694091394_ -0.1450866807282854 51.51501694091394
352,3.941221, -0.1450866807282854 51.516590753724294_ -0.1450866807282854 51.51816456653466_ -0.1476147073342616 51.51816456653466_ -0.1476147073342616 51.516590753724294_ -0.1450866807282854 51.516590753724294
353,3.9518182, -0.1450866807282854 51.51816456653466_ -0.1450866807282854 51.519738379345014_ -0.1476147073342616 51.519738379345014_ -0.1476147073342616 51.51816456653466_ -0.1450866807282854 51.51816456653466
354,3.975662, -0.1450866807282854 51.519738379345014_ -0.1450866807282854 51.52131219215537_ -0.1476147073342616 51.52131219215537_ -0.1476147073342616 51.519738379345014_ -0.1450866807282854 51.519738379345014
355,3.9195411, -0.1450866807282854 51.52131219215537_ -0.1450866807282854 51.52288600496573_ -0.1476147073342616 51.52288600496573_ -0.1476147073342616 51.52131219215537_ -0.1450866807282854 51.52131219215537
356,3.9287066, -0.1450866807282854 51.52288600496573_ -0.1450866807282854 51.52445981777608_ -0.1476147073342616 51.52445981777608_ -0.1476147073342616 51.52288600496573_ -0.1450866807282854 51.52288600496573
357,3.9697874, -0.1450866807282854 51.52445981777608_ -0.1450866807282854 51.52603363058645_ -0.1476147073342616 51.52603363058645_ -0.1476147073342616 51.52445981777608_ -0.1450866807282854 51.52445981777608
358,3.9718294, -0.1450866807282854 51.52603363058645_ -0.1450866807282854 51.5276074433968_ -0.1476147073342616 51.5276074433968_ -0.1476147073342616 51.52603363058645_ -0.1450866807282854 51.52603363058645
359,3.9498413, -0.1450866807282854 51.5276074433968_ -0.1450866807282854 51.52918125620716_ -0.1476147073342616 51.52918125620716_ -0.1476147073342616 51.5276074433968_ -0.1450866807282854 51.5276074433968
360,5.2007174, -0.1476147073342616 51.46622874379285_ -0.1476147073342616 51.4678025566032_ -0.1501427339402379 51.4678025566032_ -0.1501427339402379 51.46622874379285_ -0.1476147073342616 51.46622874379285
361,5.0745726, -0.1476147073342616 51.4678025566032_ -0.1476147073342616 51.46937636941356_ -0.1501427339402379 51.46937636941356_ -0.1501427339402379 51.4678025566032_ -0.1476147073342616 51.4678025566032
362,5.0415473, -0.1476147073342616 51.46937636941356_ -0.1476147073342616 51.47095018222392_ -0.1501427339402379 51.47095018222392_ -0.1501427339402379 51.46937636941356_ -0.1476147073342616 51.46937636941356
363,4.9703813, -0.1476147073342616 51.47095018222392_ -0.1476147073342616 51.47252399503428_ -0.1501427339402379 51.47252399503428_ -0.1501427339402379 51.47095018222392_ -0.1476147073342616 51.47095018222392
364,4.8444343, -0.1476147073342616 51.47252399503428_ -0.1476147073342616 51.474097807844636_ -0.1501427339402379 51.474097807844636_ -0.1501427339402379 51.47252399503428_ -0.1476147073342616 51.47252399503428
365,4.7010345, -0.1476147073342616 51.474097807844636_ -0.1476147073342616 51.47567162065499_ -0.1501427339402379 51.47567162065499_ -0.1501427339402379 51.474097807844636_ -0.1476147073342616 51.474097807844636
366,4.660838, -0.1476147073342616 51.47567162065499_ -0.1476147073342616 51.47724543346535_ -0.1501427339402379 51.47724543346535_ -0.1501427339402379 51.47567162065499_ -0.1476147073342616 51.47567162065499
367,3.7636232, -0.1476147073342616 51.47724543346535_ -0.1476147073342616 51.47881924627571_ -0.1501427339402379 51.47881924627571_ -0.1501427339402379 51.47724543346535_ -0.1476147073342616 51.47724543346535
368,3.7654948, -0.1476147073342616 51.47881924627571_ -0.1476147073342616 51.48039305908607_ -0.1501427339402379 51.48039305908607_ -0.1501427339402379 51.47881924627571_ -0.1476147073342616 51.47881924627571
369,3.7540085, -0.1476147073342616 51.48039305908607_ -0.1476147073342616 51.481966871896425_ -0.1501427339402379 51.481966871896425_ -0.1501427339402379 51.48039305908607_ -0.1476147073342616 51.48039305908607
370,3.756428, -0.1476147073342616 51.481966871896425_ -0.1476147073342616 51.48354068470678_ -0.1501427339402379 51.48354068470678_ -0.1501427339402379 51.481966871896425_ -0.1476147073342616 51.481966871896425
371,3.7653837, -0.1476147073342616 51.48354068470678_ -0.1476147073342616 51.48511449751714_ -0.1501427339402379 51.48511449751714_ -0.1501427339402379 51.48354068470678_ -0.1476147073342616 51.48354068470678
372,3.770493, -0.1476147073342616 51.48511449751714_ -0.1476147073342616 51.4866883103275_ -0.1501427339402379 51.4866883103275_ -0.1501427339402379 51.48511449751714_ -0.1476147073342616 51.48511449751714
373,3.7720401, -0.1476147073342616 51.4866883103275_ -0.1476147073342616 51.48826212313786_ -0.1501427339402379 51.48826212313786_ -0.1501427339402379 51.4866883103275_ -0.1476147073342616 51.4866883103275
374,3.7616308, -0.1476147073342616 51.48826212313786_ -0.1476147073342616 51.489835935948214_ -0.1501427339402379 51.489835935948214_ -0.1501427339402379 51.48826212313786_ -0.1476147073342616 51.48826212313786
375,3.7521799, -0.1476147073342616 51.489835935948214_ -0.1476147073342616 51.49140974875857_ -0.1501427339402379 51.49140974875857_ -0.1501427339402379 51.489835935948214_ -0.1476147073342616 51.489835935948214
376,3.7752843, -0.1476147073342616 51.49140974875857_ -0.1476147073342616 51.49298356156893_ -0.1501427339402379 51.49298356156893_ -0.1501427339402379 51.49140974875857_ -0.1476147073342616 51.49140974875857
377,3.780844, -0.1476147073342616 51.49298356156893_ -0.1476147073342616 51.49455737437929_ -0.1501427339402379 51.49455737437929_ -0.1501427339402379 51.49298356156893_ -0.1476147073342616 51.49298356156893
378,3.785678, -0.1476147073342616 51.49455737437929_ -0.1476147073342616 51.49613118718965_ -0.1501427339402379 51.49613118718965_ -0.1501427339402379 51.49455737437929_ -0.1476147073342616 51.49455737437929
379,3.7940547, -0.1476147073342616 51.49613118718965_ -0.1476147073342616 51.497705_ -0.1501427339402379 51.497705_ -0.1501427339402379 51.49613118718965_ -0.1476147073342616 51.49613118718965
380,3.7741349, -0.1476147073342616 51.497705_ -0.1476147073342616 51.49927881281036_ -0.1501427339402379 51.49927881281036_ -0.1501427339402379 51.497705_ -0.1476147073342616 51.497705
